wavelength	flux	error
4240.000000	0.926092	0.000000
4240.500000	0.938040	0.000000
4241.000000	0.943697	0.000000
4241.500000	0.948384	0.000000
4242.000000	0.937811	0.000000
4242.500000	0.925775	0.000000
4243.000000	0.925919	0.000000
4243.500000	0.926446	0.000000
4244.000000	0.905628	0.000000
4244.500000	0.887005	0.000000
4245.000000	0.909332	0.000000
4245.500000	0.931913	0.000000
4246.000000	0.956812	0.000000
4246.500000	0.975343	0.000000
4247.000000	0.955039	0.000000
4247.500000	0.943249	0.000000
4248.000000	0.968951	0.000000
4248.500000	0.988412	0.000000
4249.000000	0.986829	0.000000
4249.500000	0.979270	0.000000
4250.000000	0.955740	0.000000
4250.500000	0.945524	0.000000
4251.000000	0.964253	0.000000
4251.500000	0.968978	0.000000
4252.000000	0.948532	0.000000
4252.500000	0.929973	0.000000
4253.000000	0.914252	0.000000
4253.500000	0.922554	0.000000
4254.000000	0.961310	0.000000
4254.500000	0.963839	0.000000
4255.000000	0.927437	0.000000
4255.500000	0.928567	0.000000
4256.000000	0.963979	0.000000
4256.500000	0.983012	0.000000
4257.000000	0.989322	0.000000
4257.500000	0.986953	0.000000
4258.000000	0.978859	0.000000
4258.500000	0.965435	0.000000
4259.000000	0.949035	0.000000
4259.500000	0.929699	0.000000
4260.000000	0.908980	0.000000
4260.500000	0.918182	0.000000
4261.000000	0.939084	0.000000
4261.500000	0.984010	0.000000
4262.000000	1.036673	0.000000
4262.500000	1.000848	0.000000
4263.000000	0.942098	0.000000
4263.500000	0.944015	0.000000
4264.000000	0.958239	0.000000
4264.500000	0.941781	0.000000
4265.000000	0.920646	0.000000
4265.500000	0.947505	0.000000
4266.000000	0.979472	0.000000
4266.500000	0.955840	0.000000
4267.000000	0.928628	0.000000
4267.500000	0.917591	0.000000
4268.000000	0.907385	0.000000
4268.500000	0.940131	0.000000
4269.000000	0.970953	0.000000
4269.500000	0.959591	0.000000
4270.000000	0.945684	0.000000
4270.500000	0.901725	0.000000
4271.000000	0.869347	0.000000
4271.500000	0.929728	0.000000
4272.000000	0.980603	0.000000
4272.500000	0.974859	0.000000
4273.000000	0.965199	0.000000
4273.500000	0.937300	0.000000
4274.000000	0.914368	0.000000
4274.500000	0.910329	0.000000
4275.000000	0.918268	0.000000
4275.500000	0.964117	0.000000
4276.000000	0.989822	0.000000
4276.500000	0.961376	0.000000
4277.000000	0.939401	0.000000
4277.500000	0.932415	0.000000
4278.000000	0.930948	0.000000
4278.500000	0.940590	0.000000
4279.000000	0.943255	0.000000
4279.500000	0.933619	0.000000
4280.000000	0.925090	0.000000
4280.500000	0.918288	0.000000
4281.000000	0.921410	0.000000
4281.500000	0.938236	0.000000
4282.000000	0.947468	0.000000
4282.500000	0.947357	0.000000
4283.000000	0.955669	0.000000
4283.500000	0.973241	0.000000
4284.000000	0.982389	0.000000
4284.500000	0.983250	0.000000
4285.000000	0.982552	0.000000
