wavelength	flux	error
4191.500000	0.957990	0.000000
4192.000000	0.946690	0.000000
4192.500000	0.947016	0.000000
4193.000000	0.947992	0.000000
4193.500000	0.955724	0.000000
4194.000000	0.963622	0.000000
4194.500000	0.972875	0.000000
4195.000000	0.977553	0.000000
4195.500000	0.960482	0.000000
4196.000000	0.950709	0.000000
4196.500000	0.963834	0.000000
4197.000000	0.977195	0.000000
4197.500000	0.991069	0.000000
4198.000000	0.992953	0.000000
4198.500000	0.974962	0.000000
4199.000000	0.965280	0.000000
4199.500000	0.966052	0.000000
4200.000000	0.963052	0.000000
4200.500000	0.956414	0.000000
4201.000000	0.951791	0.000000
4201.500000	0.948658	0.000000
4202.000000	0.945413	0.000000
4202.500000	0.942104	0.000000
4203.000000	0.934409	0.000000
4203.500000	0.924875	0.000000
4204.000000	0.929858	0.000000
4204.500000	0.939197	0.000000
4205.000000	0.960276	0.000000
4205.500000	0.983714	0.000000
4206.000000	0.975524	0.000000
4206.500000	0.963691	0.000000
4207.000000	0.973651	0.000000
4207.500000	0.984452	0.000000
4208.000000	0.992058	0.000000
4208.500000	0.998928	0.000000
4209.000000	0.997794	0.000000
4209.500000	0.994519	0.000000
4210.000000	0.978771	0.000000
4210.500000	0.963973	0.000000
4211.000000	0.952827	0.000000
4211.500000	0.947538	0.000000
4212.000000	0.958224	0.000000
4212.500000	0.964783	0.000000
4213.000000	0.962912	0.000000
4213.500000	0.964288	0.000000
4214.000000	0.970771	0.000000
4214.500000	0.968755	0.000000
4215.000000	0.956273	0.000000
4215.500000	0.943719	0.000000
4216.000000	0.931094	0.000000
4216.500000	0.939259	0.000000
4217.000000	0.963385	0.000000
4217.500000	0.976338	0.000000
4218.000000	0.982557	0.000000
4218.500000	0.994654	0.000000
4219.000000	1.009501	0.000000
4219.500000	0.983493	0.000000
4220.000000	0.943032	0.000000
4220.500000	0.945411	0.000000
4221.000000	0.958795	0.000000
4221.500000	0.976593	0.000000
4222.000000	0.995169	0.000000
4222.500000	0.988454	0.000000
4223.000000	0.979173	0.000000
4223.500000	0.972259	0.000000
4224.000000	0.965563	0.000000
4224.500000	0.965879	0.000000
4225.000000	0.966665	0.000000
4225.500000	0.973389	0.000000
4226.000000	0.980225	0.000000
4226.500000	0.987784	0.000000
4227.000000	0.991489	0.000000
4227.500000	0.977705	0.000000
4228.000000	0.967650	0.000000
4228.500000	0.969825	0.000000
4229.000000	0.973575	0.000000
4229.500000	0.981236	0.000000
4230.000000	0.984320	0.000000
4230.500000	0.978466	0.000000
4231.000000	0.971142	0.000000
4231.500000	0.961525	0.000000
4232.000000	0.957085	0.000000
4232.500000	0.959178	0.000000
4233.000000	0.959410	0.000000
4233.500000	0.957729	0.000000
4234.000000	0.956436	0.000000
4234.500000	0.955471	0.000000
4235.000000	0.965059	0.000000
4235.500000	0.981876	0.000000
4236.000000	0.985599	0.000000
4236.500000	0.982065	0.000000
4237.000000	0.972978	0.000000
4237.500000	0.961424	0.000000
4238.000000	0.962640	0.000000
4238.500000	0.968319	0.000000
4239.000000	0.964780	0.000000
4239.500000	0.958785	0.000000
4240.000000	0.967901	0.000000
4240.500000	0.979962	0.000000
4241.000000	0.974323	0.000000
4241.500000	0.966381	0.000000
4242.000000	0.951854	0.000000
4242.500000	0.936837	0.000000
4243.000000	0.956979	0.000000
4243.500000	0.976964	0.000000
4244.000000	0.958481	0.000000
4244.500000	0.941734	0.000000
4245.000000	0.948234	0.000000
4245.500000	0.952848	0.000000
4246.000000	0.942852	0.000000
4246.500000	0.935842	0.000000
4247.000000	0.944562	0.000000
4247.500000	0.953287	0.000000
4248.000000	0.961979	0.000000
4248.500000	0.969064	0.000000
4249.000000	0.971226	0.000000
4249.500000	0.964145	0.000000
4250.000000	0.934515	0.000000
4250.500000	0.923443	0.000000
4251.000000	0.949455	0.000000
4251.500000	0.964833	0.000000
4252.000000	0.962543	0.000000
4252.500000	0.963272	0.000000
4253.000000	0.968203	0.000000
4253.500000	0.964177	0.000000
4254.000000	0.949608	0.000000
4254.500000	0.954946	0.000000
4255.000000	0.980155	0.000000
4255.500000	0.984529	0.000000
4256.000000	0.971232	0.000000
4256.500000	0.971002	0.000000
4257.000000	0.980185	0.000000
4257.500000	0.986497	0.000000
4258.000000	0.991062	0.000000
4258.500000	0.989781	0.000000
4259.000000	0.985491	0.000000
4259.500000	0.985858	0.000000
4260.000000	0.988227	0.000000
4260.500000	0.982918	0.000000
4261.000000	0.974868	0.000000
4261.500000	0.966478	0.000000
4262.000000	0.957977	0.000000
4262.500000	0.959518	0.000000
4263.000000	0.963368	0.000000
4263.500000	0.964192	0.000000
4264.000000	0.964479	0.000000
4264.500000	0.963863	0.000000
4265.000000	0.963124	0.000000
4265.500000	0.969888	0.000000
4266.000000	0.977279	0.000000
4266.500000	0.987401	0.000000
4267.000000	0.997643	0.000000
4267.500000	0.976431	0.000000
4268.000000	0.955814	0.000000
4268.500000	0.963408	0.000000
4269.000000	0.969341	0.000000
4269.500000	0.950549	0.000000
4270.000000	0.936060	0.000000
4270.500000	0.962114	0.000000
4271.000000	0.982408	0.000000
4271.500000	0.964072	0.000000
4272.000000	0.950866	0.000000
4272.500000	0.964162	0.000000
4273.000000	0.973917	0.000000
4273.500000	0.969099	0.000000
4274.000000	0.966752	0.000000
4274.500000	0.972853	0.000000
4275.000000	0.975311	0.000000
4275.500000	0.967369	0.000000
4276.000000	0.962363	0.000000
4276.500000	0.964578	0.000000
4277.000000	0.969149	0.000000
4277.500000	0.978721	0.000000
4278.000000	0.986869	0.000000
4278.500000	0.992390	0.000000
4279.000000	0.992162	0.000000
4279.500000	0.982589	0.000000
4280.000000	0.978668	0.000000
4280.500000	0.982887	0.000000
4281.000000	0.982868	0.000000
4281.500000	0.977433	0.000000
4282.000000	0.980586	0.000000
4282.500000	0.993531	0.000000
4283.000000	0.999123	0.000000
4283.500000	0.997218	0.000000
4284.000000	0.996632	0.000000
4284.500000	0.997250	0.000000
4285.000000	0.995493	0.000000
4285.500000	0.991790	0.000000
4286.000000	0.989889	0.000000
