	-93.07992603063721	-88.73992603063807
	-82.49992603063932	-79.27992603063996
	-73.35992603064113	-69.59992603064188
	-65.89992603064262	-64.77992603064284
	-63.51992603064309	-59.41992603064391
	-53.71992603064504	-50.29992603064572
	-43.499926030647075	-40.25992603064772
	-33.75992603064901	-30.419926030649677
	-22.85992603065118	-20.579926030651635
	-13.899926030652964	-10.419926030653656
	-4.299926030654873	-0.6799260306555936
	-0.019926030655724958	0.08007396934425515
	5.120073969343252	9.740073969342333
	15.460073969341195	19.06007396934048
	25.320073969339234	28.20007396933866
	34.90007396933732	37.940073969336716
	41.30007396933605	42.66007396933578
	44.560073969335406	47.96007396933473
	54.68007396933339	57.66007396933281
	60.800073969332175	62.2200739693319
	64.84007396933137	68.34007396933066
	74.22007396932952	78.02007396932873
	84.48007396932746	87.58007396932686
	93.86007396932558	97.76007396932482
	103.70007396932363	107.4000739693229
	113.78007396932162	116.960073969321
	123.78007396931963	127.100073969319
	133.5400739693177	136.92007396931703
	143.14007396931578	146.72007396931508
	152.80007396931387	156.5200739693131
	159.44007396931255	160.5200739693123
	162.54007396931195	166.40007396931117
	172.82007396930987	176.40007396930918
	182.120073969308	190.16007396930644
	191.8600739693061	195.88007396930527
	202.340073969304	205.84007396930332
	212.02007396930208	215.5800739693014
	232.90007396929792	234.94007396929754
	241.1200739692963	245.0600739692955
	260.74007396929244	262.700073969292
	291.4800739692863	294.0000739692858
