	-0.018252034207208112	0.14174796579276006
	172.8617479657584	176.3817479657577
	182.14174796575657	186.16174796575575
	192.0017479657546	195.5817479657539
	202.12174796575255	205.84174796575184
	211.92174796575063	215.4617479657499
	221.68174796574868	224.6217479657481
	231.5417479657467	234.96174796574604
	242.04174796574466	245.12174796574402
	251.2017479657428	254.84174796574212
	262.6217479657405	264.9417479657401
	272.2217479657386	284.3217479657362
	290.24174796573504	294.0017479657343
	297.4617479657336	297.5817479657336
