   -0.424131751060485840E+01   -0.888785779476165771E+01   -0.217580413818359375E+01   -0.919467498452134002E+01
    0.554822683334350586E+00    0.133026295900344849E+02   -0.226493453979492188E+01   -0.919467498452134002E+01
    0.944198369979858398E+01   -0.625250875949859619E+01   -0.991662311553955078E+01   -0.919467498452134002E+01
   -0.861445426940917969E+01    0.116797465085983276E+02   -0.589223670959472656E+01   -0.919467498452134002E+01
    0.305801868438720703E+01    0.139779919385910034E+02   -0.264852142333984375E+01   -0.919467498452134002E+01
   -0.591685056686401367E+01    0.162677741050720215E+02   -0.419359779357910156E+01   -0.919467498452134002E+01
   -0.255972862243652344E+01    0.679374337196350098E+01   -0.683648872375488281E+01   -0.919467498452134002E+01
   -0.458252549171447754E+01   -0.588335990905761719E+00   -0.927955436706542969E+01   -0.919467498452134002E+01
   -0.452481508255004883E+00    0.373402595520019531E+01   -0.323164939880371094E+01   -0.919467498452134002E+01
    0.158891081809997559E+01   -0.133299410343170166E+01   -0.807177734375000000E+01   -0.919467498452134002E+01
   -0.586593151092529297E+01    0.164556682109832764E+02   -0.460544013977050781E+01   -0.919467498452134002E+01
    0.707015037536621094E+01    0.108982491493225098E+02   -0.315892982482910156E+01   -0.919467498452134002E+01
    0.356170654296875000E+01   -0.204220414161682129E+00   -0.125923347473144531E+01   -0.919467498452134002E+01
   -0.175669074058532715E+01    0.167204380035400391E+02   -0.333835124969482422E+01   -0.919467498452134002E+01
    0.832385540008544922E+01   -0.989633798599243164E+00   -0.421255016326904297E+01   -0.919467498452134002E+01
   -0.586235880851745605E+01    0.199125599861145020E+02   -0.373302364349365234E+01   -0.919467498452134002E+01
    0.606878757476806641E+01   -0.114076733589172363E+00   -0.124644565582275391E+01   -0.919467498452134002E+01
    0.766172051429748535E+01   -0.111896991729736328E+00    0.114802360534667969E+00   -0.919467498452134002E+01
   -0.482109785079956055E+00   -0.344400346279144287E+01   -0.746978187561035156E+01   -0.919467498452134002E+01
    0.425868034362792969E+01    0.167549383640289307E+02   -0.967833709716796875E+01   -0.919467498452134002E+01
   -0.133371353149414062E-01    0.434372425079345703E+00   -0.768872642517089844E+01   -0.919467498452134002E+01
   -0.389990806579589844E+00   -0.603961288928985596E+01   -0.458200931549072266E+01   -0.919467498452134002E+01
    0.368175148963928223E+01   -0.338386297225952148E+00   -0.741432952880859375E+01   -0.919467498452134002E+01
   -0.540690422058105469E+00   -0.998746871948242188E+01   -0.262195396423339844E+01   -0.919467498452134002E+01
   -0.205181837081909180E+01    0.508728623390197754E+01   -0.396128368377685547E+01   -0.919467498452134002E+01
    0.225286364555358887E+01    0.533390820026397705E+01   -0.633986759185791016E+01   -0.919467498452134002E+01
   -0.195221424102783203E+01   -0.132760822772979736E+01   -0.159994125366210938E+01   -0.919467498452134002E+01
    0.585398554801940918E+01   -0.344538748264312744E+01   -0.792284774780273438E+01   -0.919467498452134002E+01
    0.899705529212951660E+01    0.101992279291152954E+02   -0.684567832946777344E+01   -0.919467498452134002E+01
   -0.724837660789489746E+01    0.140422755479812622E+02   -0.471651649475097656E+01   -0.919467498452134002E+01
   -0.985159039497375488E+01   -0.877391934394836426E+01   -0.776705551147460938E+01   -0.919467498452134002E+01
   -0.526539921760559082E+01    0.111675769090652466E+02   -0.451166629791259766E+01   -0.919467498452134002E+01
    0.198413133621215820E+00    0.281900823116302490E+01   -0.998091506958007812E+01   -0.919467498452134002E+01
    0.842550396919250488E+01   -0.844529509544372559E+01   -0.332584857940673828E+01   -0.919467498452134002E+01
    0.911826133728027344E+01    0.423724949359893799E+01   -0.224387454986572266E+01   -0.919467498452134002E+01
   -0.840522408485412598E+01   -0.128215909004211426E+01   -0.302879047393798828E+01   -0.919467498452134002E+01
   -0.621509075164794922E+01    0.600686013698577881E+01   -0.939365386962890625E+01   -0.919467498452134002E+01
    0.519729852676391602E+00    0.565437316894531250E+01   -0.554039287567138672E+01   -0.919467498452134002E+01
   -0.697689890861511230E+01   -0.473676562309265137E+01   -0.647033596038818359E+01   -0.919467498452134002E+01
   -0.513844847679138184E+01    0.546275973320007324E+00   -0.862469291687011719E+01   -0.919467498452134002E+01
   -0.190238475799560547E+01    0.991554856300354004E+01   -0.265082073211669922E+01   -0.919467498452134002E+01
    0.573846220970153809E+01   -0.408427536487579346E+01   -0.277128887176513672E+01   -0.919467498452134002E+01
   -0.196140050888061523E+01    0.128047990798950195E+02   -0.476512813568115234E+01   -0.919467498452134002E+01
    0.773335337638854980E+01   -0.478829622268676758E+01   -0.339672088623046875E+00   -0.919467498452134002E+01
   -0.869308948516845703E+01    0.182347899675369263E+02   -0.643526077270507812E+01   -0.919467498452134002E+01
   -0.692223191261291504E+01   -0.766275167465209961E+01   -0.559465312957763672E+01   -0.919467498452134002E+01
    0.286051154136657715E+01    0.150778281688690186E+02   -0.719017028808593750E+01   -0.919467498452134002E+01
   -0.787806987762451172E+01   -0.455077946186065674E+01   -0.624549674987792969E+01   -0.919467498452134002E+01
   -0.283259510993957520E+01    0.175604021549224854E+02   -0.262906265258789062E+01   -0.919467498452134002E+01
    0.489590883255004883E+01    0.560004949569702148E+01   -0.291737747192382812E+01   -0.919467498452134002E+01
    0.684433221817016602E+01   -0.141161143779754639E+01   -0.168814182281494141E+01   -0.919467498452134002E+01
    0.418621301651000977E+00    0.374175071716308594E+01   -0.424664592742919922E+01   -0.919467498452134002E+01
   -0.201910018920898438E+01    0.155363643169403076E+02   -0.409333610534667969E+01   -0.919467498452134002E+01
   -0.179906368255615234E+01   -0.408211529254913330E+01   -0.350441741943359375E+01   -0.919467498452134002E+01
    0.836183786392211914E+01   -0.276273488998413086E+01   -0.758942985534667969E+01   -0.919467498452134002E+01
   -0.360034108161926270E+01    0.535268187522888184E+01   -0.766159820556640625E+01   -0.919467498452134002E+01
   -0.630488276481628418E+01    0.138704299926757812E+02   -0.511566066741943359E+01   -0.919467498452134002E+01
    0.890168666839599609E+01    0.278968095779418945E+01   -0.725453662872314453E+01   -0.919467498452134002E+01
    0.206308722496032715E+01    0.151113843917846680E+02   -0.692315483093261719E+01   -0.919467498452134002E+01
   -0.999290227890014648E+01    0.136598891019821167E+02   -0.332380771636962891E+01   -0.919467498452134002E+01
   -0.121114730834960938E+01    0.711486995220184326E+01   -0.448192405700683594E+01   -0.919467498452134002E+01
   -0.987773060798645020E+01    0.168741983175277710E+02   -0.918070125579833984E+01   -0.919467498452134002E+01
   -0.420715451240539551E+01    0.867061734199523926E+01   -0.700425148010253906E+01   -0.919467498452134002E+01
    0.779022932052612305E+01    0.183749175071716309E+02   -0.296460151672363281E+01   -0.919467498452134002E+01
   -0.119695544242858887E+01    0.273690938949584961E+01   -0.773368263244628906E+01   -0.919467498452134002E+01
   -0.790069460868835449E+01   -0.862009108066558838E+01   -0.265765953063964844E+01   -0.919467498452134002E+01
   -0.432028770446777344E+01    0.619585752487182617E+01   -0.996651649475097656E+01   -0.919467498452134002E+01
    0.988137483596801758E+01    0.960292100906372070E+01   -0.403920459747314453E+01   -0.919467498452134002E+01
   -0.841300010681152344E+01   -0.727017641067504883E+01   -0.277617168426513672E+01   -0.919467498452134002E+01
   -0.769559144973754883E+01    0.166432440280914307E+02   -0.452758216857910156E+01   -0.919467498452134002E+01
    0.732214212417602539E+01   -0.613826274871826172E+01   -0.210442447662353516E+01   -0.919467498452134002E+01
   -0.752377867698669434E+01   -0.809694945812225342E+01   -0.903533172607421875E+01   -0.919467498452134002E+01
   -0.464320898056030273E+01    0.205472350120544434E+01   -0.988496971130371094E+01   -0.919467498452134002E+01
