   -0.747718572616577148E+01    0.196273052692413330E+02    0.405339622497558594E+01   -0.100481995693571101E+42   -0.599146350544150419E+01    1
   -0.352526903152465820E+01    0.191335928440093994E+02    0.259685516357421875E+01   -0.971445256715258951E+41   -0.599396350544151169E+01    1
   -0.194406509399414062E+00    0.184738892316818237E+02    0.151239204406738281E+01   -0.917385246598727691E+41   -0.599646350544151474E+01    1
   -0.713433980941772461E+01    0.184089761972427368E+02    0.538053894042968750E+01   -0.915543849389279876E+41   -0.599896350544151957E+01    1
    0.362546801567077637E+01    0.181976163387298584E+02    0.525837612152099609E+01   -0.898236954710492109E+41   -0.600146350544151552E+01    1
    0.428591132164001465E+01    0.179034602642059326E+02    0.171794700622558594E+01   -0.870697870115943169E+41   -0.600396350544151858E+01    1
    0.736651182174682617E+01    0.178636437654495239E+02    0.435760879516601562E+01   -0.869368118803311423E+41   -0.600646350544151630E+01    1
   -0.382187724113464355E+01    0.176182377338409424E+02    0.230348396301269531E+01   -0.846475855205138084E+41   -0.600896350544152469E+01    1
    0.110498666763305664E+01    0.184446424245834351E+02    0.134557723999023438E+00   -0.841446920379074753E+41   -0.601146350544151886E+01    1
    0.804005146026611328E+01    0.173307245969772339E+02    0.905159950256347656E+00   -0.806702055400674887E+41   -0.601396350544150859E+01    1
    0.807865500450134277E+01    0.166384088993072510E+02    0.259935188293457031E+01   -0.746388990705611644E+41   -0.601646350544151520E+01    1
   -0.847526907920837402E+01    0.165988659858703613E+02    0.380216121673583984E+01   -0.742193687720292108E+41   -0.601896350544151559E+01    1
   -0.779867887496948242E+01    0.163525944948196411E+02    0.492302608489990234E+01   -0.713215276154759070E+41   -0.602146350544152753E+01    1
    0.135429143905639648E+01    0.158811247348785400E+02    0.350810337066650391E+01   -0.652871384166045585E+41   -0.602396350544153325E+01    1
   -0.180145502090454102E+01    0.158644556999206543E+02    0.555585765838623047E+01   -0.651269047861630239E+41   -0.602646350544152298E+01    1
    0.661907196044921875E+01    0.157526755332946777E+02    0.212641429901123047E+01   -0.633105807278945372E+41   -0.602896350544150561E+01    1
   -0.289525866508483887E+01    0.155407989025115967E+02    0.394220352172851562E+01   -0.603635523400433145E+41   -0.603146350544150955E+01    1
    0.749067664146423340E+01    0.153950208425521851E+02    0.198879528045654297E+01   -0.582508908891962343E+41   -0.603396350544152682E+01    1
   -0.458966374397277832E+01    0.153530406951904297E+02    0.302403736114501953E+01   -0.575409971337256683E+41   -0.603646350544153165E+01    1
   -0.479516983032226562E+00    0.180430924892425537E+02   -0.430829048156738281E+00   -0.550534016881368216E+41   -0.603896350544152227E+01    1
    0.175283074378967285E+01    0.157782745361328125E+02    0.162877082824707031E+00   -0.526333218080785245E+41   -0.604146350544151556E+01    1
    0.199375033378601074E+01    0.147686535120010376E+02    0.513746452331542969E+01   -0.476275608563940287E+41   -0.604396350544152039E+01    1
    0.493077158927917480E+01    0.146857875585556030E+02    0.587753105163574219E+01   -0.459824156542586029E+41   -0.604646350544152966E+01    1
    0.980821371078491211E+01    0.139117395877838135E+02    0.392702198028564453E+01   -0.298917175304115723E+41   -0.604896350544152206E+01    1
   -0.563541173934936523E+01    0.138368791341781616E+02    0.485097122192382812E+01   -0.276189440110388656E+41   -0.605146350544152156E+01    1
   -0.675225496292114258E+01    0.138142520189285278E+02    0.423074626922607422E+01   -0.270769224261077731E+41   -0.605396350544152995E+01    1
   -0.876241683959960938E+01    0.136468517780303955E+02    0.291427993774414062E+01   -0.228136628349332166E+41   -0.605646350544151790E+01    1
    0.627602696418762207E+01    0.134365200996398926E+02    0.565990829467773438E+01   -0.174760094204014626E+41   -0.605896350544151829E+01    1
    0.548032164573669434E+01    0.134085571765899658E+02    0.323812294006347656E+01   -0.167737083368092543E+41   -0.606146350544153112E+01    1
   -0.872448086738586426E+01    0.131976121664047241E+02    0.397674083709716797E+01   -0.102250912897946108E+41   -0.606396350544153950E+01    1
   -0.659685492515563965E+01    0.126664113998413086E+02    0.479131793975830078E+01   -0.551030903738023176E+39   -0.606646350544153368E+01    1
    0.217696547508239746E+01    0.124658107757568359E+02    0.170539283752441406E+01   -0.145810264661313960E+39   -0.606896350544153407E+01    1
   -0.643202900886535645E+01    0.124351030588150024E+02    0.245721912384033203E+01   -0.132502707536350588E+39   -0.607146350544153712E+01    1
   -0.294002771377563477E+01    0.122799801826477051E+02    0.502869033813476562E+01   -0.526432725536824035E+38   -0.607396350544151886E+01    1
    0.288434028625488281E+00    0.121032673120498657E+02    0.120839595794677734E+01   -0.127191292211003489E+38   -0.607646350544150149E+01    1
    0.877286195755004883E+01    0.119593185186386108E+02    0.447543144226074219E+01   -0.750363498181971672E+37   -0.607896350544150277E+01    1
   -0.735975980758666992E+01    0.118101912736892700E+02    0.136475849151611328E+01   -0.238170033567851824E+37   -0.608146350544151737E+01    1
   -0.328556895256042480E+01    0.119159024953842163E+02    0.691983222961425781E+00   -0.184531834284082154E+37   -0.608396350544153197E+01    1
   -0.733227729797363281E+00    0.113560253381729126E+02    0.299079132080078125E+01   -0.191364552595058056E+36   -0.608646350544153236E+01    1
    0.585152149200439453E+01    0.112994092702865601E+02    0.143217754364013672E+01   -0.110941930859294516E+36   -0.608896350544152032E+01    1
    0.963858962059020996E+01    0.115081834793090820E+02    0.444332122802734375E+00   -0.646346432943186671E+35   -0.609146350544151804E+01    1
   -0.749828815460205078E+01    0.109403812885284424E+02    0.217149925231933594E+01   -0.148717521975798379E+35   -0.609396350544151844E+01    1
   -0.426540374755859375E+01    0.108132535219192505E+02    0.533876991271972656E+01   -0.714095554716456464E+34   -0.609646350544151083E+01    1
   -0.810865640640258789E+01    0.107513105869293213E+02    0.292548751831054688E+01   -0.487155269623273805E+34   -0.609896350544150234E+01    1
   -0.494127273559570312E+00    0.105199253559112549E+02    0.154034709930419922E+01   -0.102528322732674790E+34   -0.610146350544149918E+01    1
   -0.189438939094543457E+01    0.123406374454498291E+02   -0.356581687927246094E+00   -0.223101357757995881E+33   -0.610396350544150579E+01    1
