    0.218276369571685791E+01    0.985295057296752930E+00   -0.121062314765390188E+09   -0.599146350544150419E+01    1
    0.274709510803222656E+01    0.838413476943969727E+00   -0.117789425079047084E+09   -0.599396350544151169E+01    1
    0.159726381301879883E+01    0.961889624595642090E+00   -0.957735754361647069E+08   -0.599646350544151474E+01    1
    0.195993936061859131E+01    0.916934907436370850E+00   -0.948348561340556890E+08   -0.599896350544151957E+01    1
    0.254493916034698486E+01    0.736483991146087646E+00   -0.821462516630023122E+08   -0.600146350544151552E+01    1
    0.229129922389984131E+01    0.656258523464202881E+00   -0.596474987524603382E+08   -0.600396350544151858E+01    1
    0.146969866752624512E+01    0.760322153568267822E+00   -0.591157850206423104E+08   -0.600646350544151630E+01    1
    0.113634264469146729E+01    0.712567150592803955E+00   -0.524455756827471703E+08   -0.600896350544152469E+01    1
    0.128658711910247803E+01    0.704254150390625000E+00   -0.513201398627002537E+08   -0.601146350544151886E+01    1
    0.206720387935638428E+01    0.625022649765014648E+00   -0.503463985641639307E+08   -0.601396350544150859E+01    1
    0.116010785102844238E+01    0.682024300098419189E+00   -0.488255136375833526E+08   -0.601646350544151520E+01    1
    0.152169370651245117E+01    0.668272674083709717E+00   -0.481337336222972423E+08   -0.601896350544151559E+01    1
    0.261200582981109619E+01    0.482868313789367676E+00   -0.476751291307746172E+08   -0.602146350544152753E+01    1
    0.132577884197235107E+01    0.651682078838348389E+00   -0.455228942639503106E+08   -0.602396350544153325E+01    1
    0.183193922042846680E+01    0.597948193550109863E+00   -0.437077218070354387E+08   -0.602646350544152298E+01    1
    0.142516887187957764E+01    0.498266279697418213E+00   -0.321807850633805282E+08   -0.602896350544150561E+01    1
    0.142737662792205811E+01    0.482299208641052246E+00   -0.310248479987244867E+08   -0.603146350544150955E+01    1
    0.234578192234039307E+01    0.295164585113525391E+00   -0.266728190635410883E+08   -0.603396350544152682E+01    1
    0.135779261589050293E+01    0.402838885784149170E+00   -0.257016900138214119E+08   -0.603646350544153165E+01    1
    0.109160971641540527E+01    0.373593568801879883E+00   -0.240929541039953604E+08   -0.603896350544152227E+01    1
    0.150456118583679199E+01    0.359881937503814697E+00   -0.236012318846407682E+08   -0.604146350544151556E+01    1
    0.278175497055053711E+01    0.129689395427703857E+00   -0.235640526479108855E+08   -0.604396350544152039E+01    1
    0.140494322776794434E+01    0.346033275127410889E+00   -0.226221250840898827E+08   -0.604646350544152966E+01    1
    0.162290716171264648E+01    0.327113807201385498E+00   -0.222978861195322350E+08   -0.604896350544152206E+01    1
    0.141333043575286865E+01    0.334537744522094727E+00   -0.220461046052533463E+08   -0.605146350544152156E+01    1
    0.146814143657684326E+01    0.303952276706695557E+00   -0.206568851732273325E+08   -0.605396350544152995E+01    1
    0.290620779991149902E+01   -0.917915105819702148E-01   -0.154242095043908190E+08   -0.605646350544151790E+01    1
    0.180270278453826904E+01    0.145252585411071777E+00   -0.152798970783185307E+08   -0.605896350544151829E+01    1
    0.120461153984069824E+01    0.171687126159667969E+00   -0.150456071648713145E+08   -0.606146350544153112E+01    1
    0.116635274887084961E+01    0.170487940311431885E+00   -0.150213575197185855E+08   -0.606396350544153950E+01    1
    0.262430846691131592E+01   -0.413286685943603516E-01   -0.143601993350126036E+08   -0.606646350544153368E+01    1
    0.208791255950927734E+01    0.613076090812683105E-01   -0.138522256832721382E+08   -0.606896350544153407E+01    1
    0.296535348892211914E+01   -0.184475004673004150E+00   -0.130057913236905839E+08   -0.607146350544153712E+01    1
    0.195768427848815918E+01    0.346140861511230469E-01   -0.124150140240966659E+08   -0.607396350544151886E+01    1
    0.105235743522644043E+01    0.682516098022460938E-01   -0.119621561044117920E+08   -0.607646350544150149E+01    1
    0.200757455825805664E+01    0.944101810455322266E-02   -0.119223640678063743E+08   -0.607896350544150277E+01    1
    0.274899423122406006E+01   -0.158387303352355957E+00   -0.118726921693108696E+08   -0.608146350544151737E+01    1
    0.249397420883178711E+01   -0.100926697254180908E+00   -0.115921740735116340E+08   -0.608396350544153197E+01    1
    0.240214824676513672E+01   -0.103285074234008789E+00   -0.109654258229024019E+08   -0.608646350544153236E+01    1
    0.229554593563079834E+01   -0.171108901500701904E+00   -0.888573949126961268E+07   -0.608896350544152032E+01    1
    0.213197839260101318E+01   -0.190716803073883057E+00   -0.788933490293937176E+07   -0.609146350544151804E+01    1
    0.283779883384704590E+01   -0.366527020931243896E+00   -0.780470520236027893E+07   -0.609396350544151844E+01    1
    0.156356704235076904E+01   -0.132990002632141113E+00   -0.764336376746967807E+07   -0.609646350544151083E+01    1
    0.286337018013000488E+01   -0.394729197025299072E+00   -0.744518234576314967E+07   -0.609896350544150234E+01    1
    0.295187151432037354E+01   -0.496621310710906982E+00   -0.627292427631473728E+07   -0.610146350544149918E+01    1
    0.199981021881103516E+01   -0.274981737136840820E+00   -0.617155313404088840E+07   -0.610396350544150579E+01    1
    0.257112586498260498E+01   -0.408628344535827637E+00   -0.596468610577279422E+07   -0.610646350544152394E+01    1
    0.290615570545196533E+01   -0.595591187477111816E+00   -0.483066123742129188E+07   -0.610896350544153233E+01    1
    0.105707800388336182E+01   -0.339457154273986816E+00   -0.466882602888371982E+07   -0.611146350544151318E+01    1
    0.118213009834289551E+01   -0.359023749828338623E+00   -0.442715221901055984E+07   -0.611396350544150202E+01    1
    0.284309971332550049E+01   -0.616872966289520264E+00   -0.439901838851032220E+07   -0.611646350544151840E+01    1
    0.146891391277313232E+01   -0.368791639804840088E+00   -0.437999597047429066E+07   -0.611896350544151613E+01    1
    0.287769508361816406E+01   -0.639221489429473877E+00   -0.428075197900175862E+07   -0.612146350544151030E+01    1
    0.259175062179565430E+01   -0.560361742973327637E+00   -0.425616049162239395E+07   -0.612396350544150803E+01    1
    0.202772819995880127E+01   -0.449034810066223145E+00   -0.417324886981732724E+07   -0.612646350544151108E+01    1
    0.257394301891326904E+01   -0.573569834232330322E+00   -0.408463123960173782E+07   -0.612896350544151858E+01    1
    0.188089096546173096E+01   -0.477249443531036377E+00   -0.371998146464847308E+07   -0.613146350544150476E+01    1
    0.242521643638610840E+01   -0.599867999553680420E+00   -0.353308617205859069E+07   -0.613396350544150160E+01    1
    0.274579870700836182E+01   -0.691570639610290527E+00   -0.346657438572909357E+07   -0.613646350544149932E+01    1
    0.247421538829803467E+01   -0.650452792644500732E+00   -0.322953560553036351E+07   -0.613896350544150327E+01    1
    0.138606822490692139E+01   -0.511058092117309570E+00   -0.312963725702929078E+07   -0.614146350544151343E+01    1
    0.253187215328216553E+01   -0.747695028781890869E+00   -0.266662559760678979E+07   -0.614396350544152714E+01    1
    0.104311907291412354E+01   -0.583369851112365723E+00   -0.266158669731172314E+07   -0.614646350544152309E+01    1
    0.296301317214965820E+01   -0.892489671707153320E+00   -0.253920412454279978E+07   -0.614896350544151282E+01    1
    0.155525219440460205E+01   -0.624785363674163818E+00   -0.245336895095285308E+07   -0.615146350544152742E+01    1
    0.213709521293640137E+01   -0.754237115383148193E+00   -0.215443088115566503E+07   -0.615396350544151360E+01    1
    0.113224565982818604E+01   -0.698092401027679443E+00   -0.202686175719999499E+07   -0.615646350544150067E+01    1
    0.251730692386627197E+01   -0.881655037403106689E+00   -0.194103031260540872E+07   -0.615896350544150195E+01    1
    0.123551380634307861E+01   -0.729023396968841553E+00   -0.188107007662861166E+07   -0.616146350544151922E+01    1
