    0.100154466730554659E+01   -0.368090020034732746E+01   -0.382556410548053100E+04
    0.100222063133196659E+01   -0.369107633712032168E+01   -0.382398569683094775E+04
    0.100235642909848144E+01   -0.373510166388103837E+01   -0.382323934714046072E+04
    0.100124662416969490E+01   -0.374509066704212490E+01   -0.382300979205566091E+04
    0.100225457471264479E+01   -0.373194939036249274E+01   -0.382239244775959787E+04
    0.100216280616296727E+01   -0.369762077783639498E+01   -0.382237025382805359E+04
    0.100073994777921826E+01   -0.368535290072018284E+01   -0.382202409226964892E+04
    0.100259034741722242E+01   -0.371690185305331422E+01   -0.382178944044786249E+04
    0.100181888531624774E+01   -0.369693877205568011E+01   -0.382165374357081510E+04
    0.100000222861425381E+01   -0.375025334516904074E+01   -0.382159923480204225E+04
    0.100044887335887922E+01   -0.368472787958717074E+01   -0.382151509424523647E+04
    0.100225956638189695E+01   -0.372438210723281315E+01   -0.382139183225306215E+04
    0.100205094039920084E+01   -0.370327415691956130E+01   -0.382119928065004160E+04
    0.100229605972816205E+01   -0.371076942419050759E+01   -0.382115083156937726E+04
    0.100008876800494284E+01   -0.374830353790963322E+01   -0.382114612428334294E+04
    0.100151356635970945E+01   -0.373392517230078624E+01   -0.382090995541094617E+04
    0.100178506024928615E+01   -0.370111536725570378E+01   -0.382084384007787821E+04
    0.100188295120354853E+01   -0.372718912535278069E+01   -0.382076412253817216E+04
    0.100015487671219439E+01   -0.374659908722191659E+01   -0.382075645803992893E+04
    0.100188921430546651E+01   -0.370405247846108043E+01   -0.382070375399235445E+04
    0.100159342271832008E+01   -0.369955515541647362E+01   -0.382062020991399322E+04
    0.100196590519565976E+01   -0.372351231648949010E+01   -0.382058431785848234E+04
    0.100047469703144132E+01   -0.374307667827448132E+01   -0.382049722114670203E+04
    0.100048583929942470E+01   -0.368827536776474751E+01   -0.382049398461386863E+04
    0.100159445195245866E+01   -0.373024189627394875E+01   -0.382047259351845742E+04
    0.100059153908914422E+01   -0.374184420088487535E+01   -0.382044739650701740E+04
    0.100123371616354850E+01   -0.369584447790801818E+01   -0.382043345686057592E+04
    0.100201798446019241E+01   -0.371252475197061571E+01   -0.382039608323739049E+04
    0.100173492878215020E+01   -0.370360307104030539E+01   -0.382037747001476873E+04
    0.100169973161960035E+01   -0.370304082069314866E+01   -0.382036214990763574E+04
    0.100128858831412670E+01   -0.369690942095435027E+01   -0.382035223446998998E+04
    0.100194905530744616E+01   -0.371847697931935528E+01   -0.382024072681972621E+04
    0.100107049735572229E+01   -0.373592598654273100E+01   -0.382021198750715848E+04
    0.100159047051281536E+01   -0.372849083312408069E+01   -0.382020742151914556E+04
    0.100194407496005811E+01   -0.371352129057636038E+01   -0.382018972858606912E+04
    0.100182489711142630E+01   -0.370804568957218095E+01   -0.382015397226997084E+04
    0.100179003264895439E+01   -0.372288298324871114E+01   -0.382009594634351652E+04
    0.100009327546186921E+01   -0.374487841944222311E+01   -0.382007209692481592E+04
    0.100172821945482515E+01   -0.370629914398098048E+01   -0.382006499937239005E+04
    0.100173660923487229E+01   -0.372389764366453324E+01   -0.382004929289898200E+04
    0.100064375053646115E+01   -0.369134039157822169E+01   -0.382003529821092206E+04
    0.100076766647200577E+01   -0.373843003040245847E+01   -0.382002008869130850E+04
    0.100055683926848848E+01   -0.374039003011881821E+01   -0.381997823221190902E+04
    0.100083870010103970E+01   -0.373748615304869958E+01   -0.381997788940117834E+04
    0.100179350569022074E+01   -0.370947755546797442E+01   -0.381997776641361861E+04
    0.100060687946574833E+01   -0.369134595051119341E+01   -0.381994312548151265E+04
    0.100147174882340728E+01   -0.372807953057247055E+01   -0.381985717645697241E+04
    0.100179240150370497E+01   -0.371847220847152560E+01   -0.381985235142792817E+04
    0.100100396776193667E+01   -0.373466723518822974E+01   -0.381978796081024484E+04
    0.100170954577396576E+01   -0.372122073037687340E+01   -0.381977864734813920E+04
    0.100156535017920012E+01   -0.370553331769755268E+01   -0.381973874017332946E+04
    0.100173296777192422E+01   -0.371926058790995029E+01   -0.381973479241034192E+04
    0.100173434905691106E+01   -0.371185585736947665E+01   -0.381971585906510199E+04
    0.100175351349855712E+01   -0.371611856826048470E+01   -0.381970586333937899E+04
    0.100114923181318027E+01   -0.369878134013884807E+01   -0.381965826853554609E+04
    0.100025465384793044E+01   -0.374195680928854646E+01   -0.381963915629455050E+04
    0.100146705357847599E+01   -0.372640305500002711E+01   -0.381963757573775320E+04
    0.100045597212593607E+01   -0.369111440585359762E+01   -0.381963213301387168E+04
    0.100129437690650702E+01   -0.372960756149300465E+01   -0.381963112615898353E+04
    0.100078968042030825E+01   -0.369456009124690699E+01   -0.381961739346739569E+04
    0.100059875938467391E+01   -0.369257569208288228E+01   -0.381961275094937673E+04
    0.100142050237596836E+01   -0.370359987044104066E+01   -0.381960148202809296E+04
    0.100113420065476055E+01   -0.373170204144758433E+01   -0.381956552487142835E+04
    0.100164867290384696E+01   -0.371045311672880818E+01   -0.381956487396835018E+04
    0.100159323977341397E+01   -0.370832390685155300E+01   -0.381956041701772529E+04
    0.100162722743742183E+01   -0.371009090811287123E+01   -0.381953098195126631E+04
    0.100124852054887348E+01   -0.370111453216404840E+01   -0.381951996229219640E+04
    0.100129393914000797E+01   -0.372874312284618448E+01   -0.381950583795053899E+04
    0.100058372035248255E+01   -0.373817165433564114E+01   -0.381950163592845638E+04
    0.100151564901461487E+01   -0.370675413163807477E+01   -0.381949748326472900E+04
    0.100163856011178853E+01   -0.371215908051065036E+01   -0.381946841833969347E+04
    0.100036973504330562E+01   -0.374017463125203609E+01   -0.381945765077892383E+04
    0.100003357512018098E+01   -0.374328397713908512E+01   -0.381945748379154202E+04
    0.100129761044701526E+01   -0.372825113102768846E+01   -0.381944766585866637E+04
