   -0.171051990985870361E+01    0.638466119766235352E+00    0.193891137511051559E+01   -0.294313222169876099E+01    0.666738414764404297E+01   -0.146869379281997681E+01   -0.416693935282499939E+08   -0.599146350544150419E+01    1
   -0.160047900676727295E+01    0.654620707035064697E+00    0.178275954012074211E+01   -0.356655871868133545E+01    0.694979691505432129E+01   -0.177018427848815918E+01   -0.405834812350616604E+08   -0.599396350544151169E+01    1
   -0.183350902795791626E+01    0.598907411098480225E+00    0.165235830143613716E+01   -0.403488439321517944E+01    0.645452880859375000E+01   -0.452880084514617920E+00   -0.375439575711265802E+08   -0.599646350544151474E+01    1
   -0.123026084899902344E+01    0.646475553512573242E+00    0.193562245399179678E+01    0.307511150836944580E+00    0.717951011657714844E+01   -0.141760110855102539E+01   -0.345828615211308971E+08   -0.599896350544151957E+01    1
   -0.151017290353775024E+01    0.558231472969055176E+00    0.190127074149117181E+01   -0.282315725088119507E+01    0.786436426639556885E+01   -0.211142331361770630E+01   -0.318686478048536852E+08   -0.600146350544151552E+01    1
   -0.103613775968551636E+01    0.600321650505065918E+00    0.192008550470549855E+01   -0.412664407491683960E+01    0.687863719463348389E+01   -0.899136364459991455E+00   -0.262843088019149564E+08   -0.600396350544151858E+01    1
   -0.254780769348144531E+00    0.910386919975280762E+00    0.196221840811908788E+01   -0.501259523630142212E+01    0.757415068149566650E+01   -0.246251267194747925E+01   -0.195535444312384278E+08   -0.600646350544151630E+01    1
   -0.163468700647354126E+01    0.326121151447296143E+00    0.178019295434494218E+01   -0.228775191307067871E+01    0.756765556335449219E+01   -0.664905846118927002E+00   -0.192626362665462308E+08   -0.600896350544152469E+01    1
   -0.169027221202850342E+01    0.300393402576446533E+00    0.188493189302850594E+01   -0.324104428291320801E+00    0.604901528358459473E+01   -0.214525920152664185E+01   -0.191181854708156958E+08   -0.601146350544151886E+01    1
   -0.507210910320281982E+00    0.747170448303222656E+00    0.218704273909200708E+01   -0.287661838531494141E+01    0.680429077148437500E+01   -0.206887829303741455E+01   -0.189537559902334362E+08   -0.601396350544150859E+01    1
   -0.128519487380981445E+01    0.256978154182434082E+00    0.196827686835181348E+01   -0.767202883958816528E+01    0.726133227348327637E+01   -0.152890545129776001E+01   -0.142720317168829795E+08   -0.601646350544151520E+01    1
   -0.657363653182983398E+00    0.509351372718811035E+00    0.200253790928897812E+01   -0.437703591585159302E+01    0.751543200016021729E+01   -0.122012579441070557E+01   -0.141542123668396268E+08   -0.601896350544151559E+01    1
   -0.221730291843414307E+00    0.836588144302368164E+00    0.228060796056031112E+01   -0.504442316293716431E+01    0.618343269824981689E+01   -0.527814388275146484E+00   -0.135545438977121431E+08   -0.602146350544152753E+01    1
   -0.178449553251266479E+01    0.283670425415039062E-01    0.151194185018530636E+01   -0.675430548191070557E+01    0.702614974975585938E+01   -0.770723462104797363E+00   -0.986260440553382039E+07   -0.602396350544153325E+01    1
   -0.644363880157470703E+00    0.282262682914733887E+00    0.172355249173482794E+01   -0.149527496099472046E+01    0.778823554515838623E+01   -0.259278112649917603E+01   -0.877952920332212932E+07   -0.602646350544152298E+01    1
   -0.927923321723937988E-01    0.638094365596771240E+00    0.199679778896906401E+01   -0.104420536756515503E+01    0.636176192760467529E+01   -0.217750436067581177E+01   -0.774173756595170218E+07   -0.602896350544150561E+01    1
   -0.138715028762817383E+00    0.491789102554321289E+00    0.166900554796802547E+01   -0.511809670925140381E+01    0.616544258594512939E+01   -0.827161610126495361E+00   -0.718489484570303001E+07   -0.603146350544150955E+01    1
   -0.344650566577911377E+00    0.396578073501586914E+00    0.190525784621843575E+01   -0.660685741901397705E+01    0.796521890163421631E+01   -0.127296262979507446E+01   -0.710507488782842644E+07   -0.603396350544152682E+01    1
   -0.388706743717193604E+00    0.318593621253967285E+00    0.194072535835362836E+01   -0.380911421775817871E+01    0.677996766567230225E+01   -0.250539475679397583E+01   -0.627706571809595264E+07   -0.603646350544153165E+01    1
    0.591961920261383057E+00    0.986093640327453613E+00    0.175817176253112883E+01   -0.585374313592910767E+01    0.607089304924011230E+01   -0.278861171007156372E+01   -0.538735786927943956E+07   -0.603896350544152227E+01    1
   -0.181316268444061279E+01   -0.305789470672607422E+00    0.191302146390405081E+01   -0.252820080518722534E+01    0.675766623020172119E+01   -0.283589279651641846E+01   -0.485213581348167919E+07   -0.604146350544151556E+01    1
   -0.164353471994400024E+01   -0.793646997213363647E+01    0.197589705023914597E+01    0.808241069316864014E+00    0.600947976112365723E+01   -0.689018368721008301E+00   -0.441799409471613262E+07   -0.604396350544152039E+01    1
    0.171327042579650879E+01   -0.300503611564636230E+00    0.207292624362017763E+01    0.819157004356384277E+00    0.608908867835998535E+01   -0.109292382001876831E+01   -0.439951498015755322E+07   -0.604646350544152966E+01    1
    0.172125577926635742E+00   -0.500401276350021362E+01    0.205652997398036197E+01    0.746748208999633789E+00    0.602630662918090820E+01   -0.120103400945663452E+01   -0.381609061152957659E+07   -0.604896350544152206E+01    1
    0.511242628097534180E+00   -0.537609082460403442E+01    0.198012940162428808E+01    0.767913937568664551E+00    0.627427983283996582E+01   -0.152091640233993530E+01   -0.360070468987440318E+07   -0.605146350544152156E+01    1
   -0.109525305032730103E+01   -0.292513191699981689E+00    0.213163628294510499E+01   -0.783745288848876953E+01    0.647083652019500732E+01   -0.234897673130035400E+01   -0.355319952593957400E+07   -0.605396350544152995E+01    1
    0.326582372188568115E+00    0.614602386951446533E+00    0.188063493699632023E+01   -0.488634240627288818E+01    0.722296011447906494E+01   -0.545434176921844482E+00   -0.347341914163199021E+07   -0.605646350544151790E+01    1
    0.134687602519989014E+00   -0.350611686706542969E+01    0.225488464515008813E+01    0.902674496173858643E+00    0.717301940917968750E+01   -0.290780335664749146E+01   -0.339533461456851428E+07   -0.605896350544151829E+01    1
   -0.135561090707778931E+01   -0.938723242282867432E+01    0.192077314792557363E+01    0.789012789726257324E+00    0.662638962268829346E+01   -0.167713093757629395E+01   -0.326979488869054103E+07   -0.606146350544153112E+01    1
   -0.167562615871429443E+01   -0.476778030395507812E+00    0.203701862720151317E+01   -0.978289228677749634E+01    0.784982562065124512E+01   -0.144107633829116821E+01   -0.321772359858144820E+07   -0.606396350544153950E+01    1
    0.224308836460113525E+01   -0.587954300642013550E+01    0.165598233735645195E+01    0.772721171379089355E+00    0.666865956783294678E+01   -0.214283323287963867E+01   -0.311106521272405842E+07   -0.606646350544153368E+01    1
    0.299084264039993286E+01   -0.630819982290267944E+01    0.162652279723083204E+01    0.662924528121948242E+00    0.614113950729370117E+01   -0.157842653989791870E+01   -0.302404995105502848E+07   -0.606896350544153407E+01    1
   -0.100274515151977539E+01   -0.343566775321960449E+00    0.172211362350235597E+01   -0.249024319648742676E+01    0.698723459243774414E+01   -0.459202766418457031E+00   -0.293192473299117573E+07   -0.607146350544153712E+01    1
    0.275640177726745605E+01   -0.159732574224472046E+01    0.203261629366192498E+01    0.625141978263854980E+00    0.608310329914093018E+01   -0.187451183795928955E+00   -0.289503212205045950E+07   -0.607396350544151886E+01    1
   -0.171154421567916870E+01   -0.514557301998138428E+00    0.173974767802581276E+01   -0.178679382801055908E+01    0.645651626586914062E+01   -0.217201977968215942E+01   -0.283262036051515024E+07   -0.607646350544150149E+01    1
    0.235256570577621460E+01    0.321448326110839844E+00    0.202193294503030696E+01    0.806049883365631104E+00    0.719121336936950684E+01   -0.579684555530548096E+00   -0.272325032691617357E+07   -0.607896350544150277E+01    1
    0.776969969272613525E+00   -0.440509319305419922E-01    0.182145292058370978E+01    0.799614667892456055E+00    0.746723604202270508E+01   -0.836100876331329346E+00   -0.268792100784500781E+07   -0.608146350544151737E+01    1
    0.525522232055664062E-02    0.189626395702362061E+00    0.181075223219898218E+01   -0.826300060749053955E+01    0.647413706779479980E+01   -0.592821300029754639E+00   -0.255887559779466130E+07   -0.608396350544153197E+01    1
    0.541047036647796631E+00    0.617571830749511719E+00    0.186748223346457953E+01   -0.842585444450378418E+00    0.635768389701843262E+01   -0.109531849622726440E+01   -0.234788496738054790E+07   -0.608646350544153236E+01    1
   -0.138171327114105225E+01   -0.212376832962036133E+01    0.170822859650210424E+01    0.544998466968536377E+00    0.614334118366241455E+01   -0.209332054853439331E+01   -0.234393980880842963E+07   -0.608896350544152032E+01    1
