    0.211382037401199341E+02    0.841147541999816895E+00    0.189797691982065975E+01   -0.178528386354446411E+01    0.711506593227386475E+01   -0.772690415382385254E+00   -0.390801425246431455E+08   -0.599146350544150419E+01    1
    0.205310890078544617E+02    0.469662845134735107E+00    0.189324413840930506E+01   -0.306198340654373169E+01    0.721293902397155762E+01   -0.236740565299987793E+01   -0.254822059974409044E+08   -0.599396350544151169E+01    1
    0.207828196883201599E+02    0.483958005905151367E+00    0.221038221282810410E+01   -0.628784513473510742E+01    0.635682511329650879E+01   -0.193545681238174438E+01   -0.237017806433147900E+08   -0.599646350544151474E+01    1
    0.213028350472450256E+02    0.646641433238983154E+00    0.177466592798592782E+01   -0.601894950866699219E+01    0.738161134719848633E+01   -0.103793120384216309E+01   -0.213206904927646779E+08   -0.599896350544151957E+01    1
    0.204387363791465759E+02    0.279563367366790771E+00    0.207490619570989532E+01   -0.662668102979660034E+01    0.606742918491363525E+01   -0.563873291015625000E+00   -0.177124215834455788E+08   -0.600146350544151552E+01    1
    0.200822329521179199E+02    0.108042418956756592E+00    0.206481408366075980E+01   -0.823215681314468384E+01    0.728324198722839355E+01   -0.269068747758865356E+01   -0.134695637297600303E+08   -0.600396350544151858E+01    1
    0.206174632906913757E+02    0.180657744407653809E+00    0.186282398128254179E+01   -0.116344732046127319E+01    0.797401309013366699E+01   -0.277502471208572388E+01   -0.125268107823539581E+08   -0.600646350544151630E+01    1
    0.221372801065444946E+02    0.724690139293670654E+00    0.172395701225377307E+01    0.391639709472656250E+00    0.650584876537322998E+01   -0.119221973419189453E+01   -0.873756448882433586E+07   -0.600896350544152469E+01    1
    0.212386199831962585E+02    0.161784172058105469E+00    0.186276005570922809E+01   -0.420304971933364868E+01    0.656278860569000244E+01   -0.180732715129852295E+01   -0.737314810014835838E+07   -0.601146350544151886E+01    1
    0.217001616954803467E+02    0.348689317703247070E+00    0.183756752303732940E+01   -0.252732217311859131E+00    0.736036193370819092E+01   -0.287892615795135498E+01   -0.632018212516778428E+07   -0.601396350544150859E+01    1
    0.249878099560737610E+02   -0.469877302646636963E+00    0.199864488686398878E+01    0.964176535606384277E+00    0.610494768619537354E+01   -0.891468822956085205E+00   -0.609802812511399668E+07   -0.601646350544151520E+01    1
    0.201862606406211853E+02   -0.204242229461669922E+00    0.172972182805805441E+01   -0.896468824148178101E+01    0.659036016464233398E+01   -0.595567166805267334E+00   -0.592989668499440793E+07   -0.601896350544151559E+01    1
    0.216589844226837158E+02    0.322968125343322754E+00    0.193615914848725623E+01   -0.758104872703552246E+01    0.648858535289764404E+01   -0.280448198318481445E-01   -0.588728550016403385E+07   -0.602146350544152753E+01    1
    0.221852961182594299E+02   -0.833083099126815796E+01    0.190970483669448199E+01    0.974076211452484131E+00    0.645559024810791016E+01   -0.133408784866333008E+01   -0.530567364342781994E+07   -0.602396350544153325E+01    1
    0.214819312095642090E+02    0.108753800392150879E+00    0.171649445132986633E+01   -0.882536566257476807E+01    0.674293780326843262E+01   -0.193253695964813232E+01   -0.503849001469041780E+07   -0.602646350544152298E+01    1
    0.243392756581306458E+02   -0.404433488845825195E+00    0.204708327630896125E+01    0.940196096897125244E+00    0.662975180149078369E+01   -0.947983860969543457E-01   -0.476517277171534300E+07   -0.602896350544150561E+01    1
    0.233889874815940857E+02   -0.531768608093261719E+01    0.187111247181427953E+01    0.903564870357513428E+00    0.643671691417694092E+01   -0.219530671834945679E+01   -0.454609016540100053E+07   -0.603146350544150955E+01    1
    0.206053206324577332E+02   -0.300058424472808838E+00    0.184335748323755122E+01   -0.233806657791137695E+01    0.699304413795471191E+01   -0.716636538505554199E+00   -0.414952823913145252E+07   -0.603396350544152682E+01    1
    0.209810966253280640E+02   -0.199996888637542725E+00    0.213376489196708308E+01   -0.877526801824569702E+01    0.679516673088073730E+01   -0.103433096408843994E+01   -0.410939326698336611E+07   -0.603646350544153165E+01    1
    0.210085856914520264E+02   -0.203095495700836182E+00    0.190649736744770237E+01   -0.157326138019561768E+01    0.620558655261993408E+01   -0.244645375013351440E+01   -0.398847975085982447E+07   -0.603896350544152227E+01    1
    0.219306954741477966E+02    0.327323615550994873E+00    0.199300493651064436E+01   -0.703830599784851074E+01    0.711946320533752441E+01   -0.397458851337432861E+00   -0.359954672773351800E+07   -0.604146350544151556E+01    1
    0.230997619032859802E+02   -0.622546583414077759E+01    0.190410383211826884E+01    0.844321548938751221E+00    0.677105486392974854E+01   -0.247636806964874268E+01   -0.350453452173549123E+07   -0.604396350544152039E+01    1
    0.238379237055778503E+02   -0.645776301622390747E+01    0.189056599060677599E+01    0.798225343227386475E+00    0.655362856388092041E+01   -0.876075804233551025E+00   -0.342655500129079120E+07   -0.604646350544152966E+01    1
    0.225633099675178528E+02   -0.537101608514785767E+01    0.231465100303141513E+01    0.863537371158599854E+00    0.693722808361053467E+01   -0.949134171009063721E+00   -0.342453782816070039E+07   -0.604896350544152206E+01    1
    0.204837736487388611E+02   -0.950952839851379395E+01    0.199537019960579820E+01    0.802403807640075684E+00    0.670208096504211426E+01   -0.246099472045898438E+01   -0.328712675946245575E+07   -0.605146350544152156E+01    1
    0.219771012663841248E+02    0.233722209930419922E+00    0.187424833255991996E+01   -0.156617701053619385E+00    0.690912580490112305E+01   -0.728550553321838379E-01   -0.319152003160939738E+07   -0.605396350544152995E+01    1
    0.232678979635238647E+02   -0.895725840330123901E+01    0.187317370473808587E+01    0.971012353897094727E+00    0.774185907840728760E+01   -0.283546507358551025E+01   -0.317866418644624436E+07   -0.605646350544151790E+01    1
    0.209289783239364624E+02   -0.921126222610473633E+01    0.179500771761099842E+01    0.943025887012481689E+00    0.781150507926940918E+01   -0.225898861885070801E+01   -0.288759101645907806E+07   -0.605896350544151829E+01    1
    0.200218677520751953E+02   -0.556773364543914795E+00    0.195078594131934646E+01   -0.622177058458328247E+01    0.602646434307098389E+01   -0.163501274585723877E+01   -0.285524938289492158E+07   -0.606146350544153112E+01    1
    0.212153810262680054E+02   -0.831537795066833496E+01    0.206645349778843235E+01    0.685903131961822510E+00    0.658818709850311279E+01   -0.521717548370361328E+00   -0.263732535591346538E+07   -0.606396350544153950E+01    1
    0.209840807318687439E+02   -0.394018471240997314E+00    0.192602097188200494E+01   -0.533367151021957397E+01    0.748039960861206055E+01   -0.260866016149520874E+01   -0.260882767413797649E+07   -0.606646350544153368E+01    1
    0.231945338845252991E+02   -0.889531642198562622E+01    0.170999663360786402E+01    0.772259593009948730E+00    0.718394935131072998E+01   -0.131427705287933350E+01   -0.252631628297272651E+07   -0.606896350544153407E+01    1
    0.246563199162483215E+02   -0.809626853466033936E+01    0.177355892274694993E+01    0.578951358795166016E+00    0.620622122287750244E+01   -0.202402889728546143E+00   -0.246587525561850099E+07   -0.607146350544153712E+01    1
    0.215216392278671265E+02   -0.835909479856491089E+01    0.171021333749120696E+01    0.745290696620941162E+00    0.716233825683593750E+01   -0.775258541107177734E-01   -0.228202612639530376E+07   -0.607396350544151886E+01    1
    0.205821940302848816E+02   -0.531584042310714722E+01    0.185499843869976377E+01    0.500068008899688721E+00    0.606588029861450195E+01   -0.286178612709045410E+01   -0.214336985318977665E+07   -0.607646350544150149E+01    1
    0.228399929404258728E+02    0.556842803955078125E+00    0.170535513079862833E+01    0.294000148773193359E+00    0.759798038005828857E+01   -0.231520181894302368E+01   -0.198767710001892992E+07   -0.607896350544150277E+01    1
    0.211448076367378235E+02   -0.342981153726577759E+01    0.170330021907119389E+01    0.501273751258850098E+00    0.632480466365814209E+01   -0.140858906507492065E+01   -0.190040327934536198E+07   -0.608146350544151737E+01    1
    0.231502273678779602E+02   -0.588511341810226440E+01    0.184260466766365827E+01    0.652289211750030518E+00    0.721501684188842773E+01   -0.766969799995422363E+00   -0.189421667271665041E+07   -0.608396350544153197E+01    1
    0.243277478218078613E+02   -0.350576871633529663E+01    0.210731241370587741E+01    0.663330376148223877E+00    0.734875440597534180E+01   -0.102118670940399170E+01   -0.184503638371294271E+07   -0.608646350544153236E+01    1
    0.210081097483634949E+02   -0.259198319911956787E+01    0.177759693123469664E+01    0.671670258045196533E+00    0.742557156085968018E+01   -0.252233380079269409E+01   -0.181614552644933085E+07   -0.608896350544152032E+01    1
    0.219626337289810181E+02   -0.191395342350006104E+01    0.207272359933583417E+01    0.396516442298889160E+00    0.610938882827758789E+01   -0.195136070251464844E-01   -0.176664601773125655E+07   -0.609146350544151804E+01    1
    0.203933298587799072E+02   -0.864004254341125488E+00    0.198965315114042118E+01    0.426117181777954102E-01    0.767692744731903076E+01   -0.101437479257583618E+01   -0.164734465105149127E+07   -0.609396350544151844E+01    1
