    0.100125650810814704E+01   -0.374528305340095091E+01   -0.382309285947130047E+04
    0.100039757453923972E+01   -0.375139022786770848E+01   -0.382299247610085422E+04
    0.100133542383011731E+01   -0.368727683132730633E+01   -0.382288147506301948E+04
    0.100245417452353136E+01   -0.372993390802084779E+01   -0.382256165358639828E+04
    0.100277907228275831E+01   -0.371005437481254852E+01   -0.382238228893871974E+04
    0.100109329243811129E+01   -0.374423257977144974E+01   -0.382237153339319866E+04
    0.100271325356286112E+01   -0.370911293579436396E+01   -0.382227551063913188E+04
    0.100186592020213516E+01   -0.373585538054575750E+01   -0.382217565414401588E+04
    0.100067240488593678E+01   -0.374684431446955379E+01   -0.382212435712249726E+04
    0.100264819410847483E+01   -0.370935612918512891E+01   -0.382209917679766932E+04
    0.100258664570650335E+01   -0.370781983861175934E+01   -0.382205485542896986E+04
    0.100224826711354642E+01   -0.372804589038508105E+01   -0.382178124956238617E+04
    0.100149348550805906E+01   -0.369354037505647348E+01   -0.382158433781128633E+04
    0.100250537315494936E+01   -0.371341418103329524E+01   -0.382158132197317400E+04
    0.100187871729357214E+01   -0.373223885787488907E+01   -0.382150834702466864E+04
    0.100221008956282565E+01   -0.372637598433616368E+01   -0.382147911653986148E+04
    0.100162281746295045E+01   -0.373446650230191146E+01   -0.382128700052538943E+04
    0.100233470150512050E+01   -0.371919516661795058E+01   -0.382122362968463676E+04
    0.100164005994086724E+01   -0.373315455889173897E+01   -0.382107954015802898E+04
    0.100194319463937975E+01   -0.370267570198732709E+01   -0.382101156799369664E+04
    0.100196305352317250E+01   -0.372661939040396017E+01   -0.382089416635471844E+04
    0.100203670239206843E+01   -0.370570579479730888E+01   -0.382088560569558922E+04
    0.100002327247129408E+01   -0.368351670197056436E+01   -0.382088213728462870E+04
    0.100188036180684659E+01   -0.372807223529570919E+01   -0.382087095069329553E+04
    0.100221561834923989E+01   -0.371632546384685014E+01   -0.382085260631219717E+04
    0.100146481467548254E+01   -0.373384102452085287E+01   -0.382077262728997994E+04
    0.100179898017874880E+01   -0.372722561640714201E+01   -0.382056013787416305E+04
    0.100140573375220643E+01   -0.373338735121171261E+01   -0.382054011978756489E+04
    0.100208667754859304E+01   -0.371676992886403657E+01   -0.382053926027473972E+04
    0.100169263897329519E+01   -0.370220592867570719E+01   -0.382045726167000839E+04
    0.100031359955848065E+01   -0.368704196913880811E+01   -0.382044120633699504E+04
    0.100164930092959437E+01   -0.372911385129972039E+01   -0.382044080052747040E+04
    0.100031013263516200E+01   -0.368702960123051149E+01   -0.382043648896534114E+04
    0.100203765275479117E+01   -0.371686925973658422E+01   -0.382041944334982327E+04
    0.100202531500654679E+01   -0.371535246271381059E+01   -0.382037516302940230E+04
    0.100083470894820659E+01   -0.373920594317671373E+01   -0.382037353785692676E+04
    0.100199239236385362E+01   -0.371145316679982074E+01   -0.382036964278089181E+04
    0.100106417991536967E+01   -0.369428252653274214E+01   -0.382035593150343539E+04
    0.100134542333258647E+01   -0.373292233644583860E+01   -0.382030460349191071E+04
    0.100170121519592947E+01   -0.372666780092200245E+01   -0.382024980704524023E+04
    0.100191255560170833E+01   -0.371937856886201157E+01   -0.382018492977371398E+04
    0.100082514198158790E+01   -0.369257585301298707E+01   -0.382016998166860049E+04
    0.100186179155704624E+01   -0.370972490124743803E+01   -0.382013182440505534E+04
    0.100039281723031959E+01   -0.374247923441505748E+01   -0.382012629165175349E+04
    0.100136416829266861E+01   -0.373140121780133960E+01   -0.382008649126106184E+04
    0.100178404413993172E+01   -0.370776394376857876E+01   -0.382007496252928240E+04
    0.100002814867839662E+01   -0.374540292148517473E+01   -0.382006859169684594E+04
    0.100185530192365069E+01   -0.371074018691984175E+01   -0.382006180692005501E+04
    0.100069443511753775E+01   -0.369176496826859779E+01   -0.382005096085574633E+04
    0.100125507546416093E+01   -0.373261995475131503E+01   -0.382002556177279530E+04
    0.100162861219518518E+01   -0.372596450262524481E+01   -0.381998892711726512E+04
    0.100072676667993288E+01   -0.369252970851885820E+01   -0.381993915147378311E+04
    0.100160065337574644E+01   -0.370469128144808124E+01   -0.381991696444353829E+04
    0.100140380048264532E+01   -0.372966350991288742E+01   -0.381991122687725874E+04
    0.100058036181375232E+01   -0.373981027826639423E+01   -0.381989001784147331E+04
    0.100140536068720443E+01   -0.372947736788056705E+01   -0.381988759763988583E+04
    0.100057821487349252E+01   -0.373977456672458608E+01   -0.381987574360114922E+04
    0.100068056043643994E+01   -0.373869392251395727E+01   -0.381986613825659606E+04
    0.100174752331392170E+01   -0.370968599188186410E+01   -0.381985152158828487E+04
    0.100124306050711365E+01   -0.373169758272266527E+01   -0.381983527511602460E+04
    0.100153331222076147E+01   -0.372649414383833477E+01   -0.381981260964976946E+04
    0.100100532038549384E+01   -0.369627261182028199E+01   -0.381978208878470014E+04
    0.100174646179728954E+01   -0.371117429525268072E+01   -0.381977281645613675E+04
    0.100164576608064970E+01   -0.372283156232769130E+01   -0.381973402583495590E+04
    0.100061861557408127E+01   -0.369239505594157436E+01   -0.381970616758228243E+04
    0.100173533637038581E+01   -0.371766130776500336E+01   -0.381968713729691126E+04
    0.100145214409500238E+01   -0.370376080377059580E+01   -0.381965971417086030E+04
    0.100167342526508518E+01   -0.372049107292174686E+01   -0.381964650095649768E+04
    0.100124948013665116E+01   -0.370033777404355568E+01   -0.381964330277983117E+04
    0.100044010053164678E+01   -0.369117674276505081E+01   -0.381957677746950139E+04
    0.100127131940855962E+01   -0.370118245985293726E+01   -0.381956594945957750E+04
    0.100132502251884858E+01   -0.370211321087966372E+01   -0.381956286293377480E+04
    0.100002107789197625E+01   -0.368761183853938590E+01   -0.381954880529342881E+04
    0.100003926808820043E+01   -0.368779909179253096E+01   -0.381953730120658611E+04
    0.100073526921689204E+01   -0.369434895527173346E+01   -0.381953083373009804E+04
    0.100123614929018889E+01   -0.372985988310237992E+01   -0.381952417885128125E+04
    0.100151873682275183E+01   -0.372393889513316445E+01   -0.381951246487375420E+04
    0.100055453749628054E+01   -0.369256826395755589E+01   -0.381950572457056160E+04
    0.100115928451205294E+01   -0.373094008435336377E+01   -0.381950182747127246E+04
    0.100156131563365980E+01   -0.370832188651834027E+01   -0.381948164973910207E+04
    0.100061439474697944E+01   -0.369329124634396422E+01   -0.381947834878514823E+04
    0.100125839819290552E+01   -0.372908890899148204E+01   -0.381946633967459047E+04
    0.100146787600559262E+01   -0.372477040257857350E+01   -0.381946479221602613E+04
    0.100119704544144228E+01   -0.370090876546590586E+01   -0.381942436952773505E+04
    0.100006080288637200E+01   -0.368846254921143046E+01   -0.381939423641467829E+04
    0.100092121444458759E+01   -0.369751027931159104E+01   -0.381933000880922509E+04
