    0.229825987519409800E+02   -0.192744314916049930E+01    0.204500306785006547E+01   -0.408638517835193397E+03
    0.229125777773346542E+02   -0.222842792976883075E+01    0.163101870018511708E+01   -0.408258794580484391E+03
    0.230293666298698909E+02   -0.197827517973058242E+01    0.188889917646243721E+01   -0.408055074331409799E+03
    0.230300737612987803E+02   -0.181536184321221405E+01    0.212982793386455871E+01   -0.407913872163809970E+03
    0.229127647681096072E+02   -0.226972999126477237E+01    0.160325585755100986E+01   -0.407572641007269510E+03
    0.230310111134167457E+02   -0.187326607083698349E+01    0.208250283512979273E+01   -0.407498066415750543E+03
    0.230304243582702206E+02   -0.180896776499678680E+01    0.215446094681365441E+01   -0.407369509802629125E+03
    0.230348628133246898E+02   -0.188565323678331609E+01    0.201771007872220798E+01   -0.407312393456465998E+03
    0.230012028099027575E+02   -0.203550049108046593E+01    0.178887678753409407E+01   -0.407263727876508653E+03
    0.229314223324191175E+02   -0.218743078092342103E+01    0.171473688740796937E+01   -0.407144015051722363E+03
    0.230034386922348659E+02   -0.194402240108427726E+01    0.202329348299029066E+01   -0.407117041001059761E+03
    0.230210697190641120E+02   -0.193210154119998911E+01    0.194133837938666809E+01   -0.407091431320353877E+03
    0.229795699016529085E+02   -0.195535962652379247E+01    0.199570486787910473E+01   -0.407034470499518079E+03
    0.229645664940652168E+02   -0.210049430191933340E+01    0.183122221646951466E+01   -0.407020984818973659E+03
    0.229740064860894222E+02   -0.202776584168876983E+01    0.184262584318274558E+01   -0.406871963615181585E+03
    0.229972078826755464E+02   -0.210668700638813533E+01    0.176979738140416964E+01   -0.406833594208474608E+03
    0.230207307787521316E+02   -0.188661505239633343E+01    0.207921214511994457E+01   -0.406788512422268866E+03
    0.229903536965031279E+02   -0.196439177941193677E+01    0.200264789298149726E+01   -0.406745269958502035E+03
    0.229874512590948612E+02   -0.196281267072516385E+01    0.200398260906461623E+01   -0.406648537926972153E+03
    0.229828382490412473E+02   -0.200286482989173997E+01    0.195467872316098434E+01   -0.406643921536176094E+03
    0.229709159004858741E+02   -0.199761920579681274E+01    0.192390584196208847E+01   -0.406595052017663591E+03
    0.230035280847957821E+02   -0.198152584086131434E+01    0.187723093940724950E+01   -0.406444027024362811E+03
    0.230157709655783123E+02   -0.196879423756771743E+01    0.189104909504463570E+01   -0.406350009419978676E+03
    0.229753512800805275E+02   -0.201721695998322659E+01    0.186365184167042619E+01   -0.406303274171147905E+03
    0.229981251775007962E+02   -0.206584465508354231E+01    0.183634815372226412E+01   -0.406292424079153989E+03
    0.229425361006682635E+02   -0.215304276634650815E+01    0.168586461425616996E+01   -0.406100984083694982E+03
    0.229214185550196063E+02   -0.226848079544310011E+01    0.160070163727119574E+01   -0.406096064910290011E+03
    0.229718429950300020E+02   -0.199688973270951386E+01    0.193770281139975431E+01   -0.406079393949184578E+03
    0.229856544339178939E+02   -0.208622597955894928E+01    0.172705091472073780E+01   -0.406075925947575286E+03
    0.229947307759400275E+02   -0.194563514278027583E+01    0.195891457575009209E+01   -0.406050872881068301E+03
    0.229925043587806570E+02   -0.201463435993880147E+01    0.192645146851346016E+01   -0.405996975915235396E+03
    0.230083088645115481E+02   -0.189954661403265845E+01    0.202118681871171946E+01   -0.405955939215615615E+03
    0.230276568080438722E+02   -0.191535697457056209E+01    0.198447068395253323E+01   -0.405929246674441060E+03
    0.229604696406095172E+02   -0.207433543779022589E+01    0.179342441555350196E+01   -0.405893611758918325E+03
    0.230068547631976514E+02   -0.206779497670476253E+01    0.175373928825463121E+01   -0.405885678276568683E+03
    0.229730761466695519E+02   -0.210221136398834130E+01    0.171639812476132825E+01   -0.405849126354330508E+03
    0.229566137329701618E+02   -0.214624628223536451E+01    0.176389183796247195E+01   -0.405813629696509850E+03
    0.229981949823543346E+02   -0.202243098706359348E+01    0.181933165242192962E+01   -0.405777256860554303E+03
    0.229679007143059586E+02   -0.206164623126599089E+01    0.179923699284573035E+01   -0.405740296689205593E+03
    0.230190275932692892E+02   -0.200438401717466075E+01    0.186035397850110518E+01   -0.405737826195223306E+03
    0.229993242842741559E+02   -0.190617925926730791E+01    0.204826652110286700E+01   -0.405685854347850182E+03
    0.229571957776305204E+02   -0.206164368093157968E+01    0.184392632091225916E+01   -0.405683953385295752E+03
    0.230206321558329705E+02   -0.197645476186320401E+01    0.189241299907026006E+01   -0.405653332837561209E+03
    0.230101920745250723E+02   -0.200773589191881285E+01    0.190135487965766936E+01   -0.405636014119620143E+03
    0.229815962135593637E+02   -0.221456976283731777E+01    0.159986137043384025E+01   -0.405581749314076433E+03
    0.230087434605371968E+02   -0.188311976789556113E+01    0.207296913468048460E+01   -0.405552260718210562E+03
    0.230084117138412729E+02   -0.199301331443509611E+01    0.193005459305281546E+01   -0.405545857905919490E+03
    0.230115872182627719E+02   -0.201817085349896352E+01    0.187738660549464509E+01   -0.405532477495222565E+03
    0.230041252955062454E+02   -0.208214956418505004E+01    0.178202861826642334E+01   -0.405468160841370718E+03
    0.229691133840516670E+02   -0.208370121681077958E+01    0.175718091147029565E+01   -0.405451386072162904E+03
    0.230080936726417704E+02   -0.199504168376169488E+01    0.185885684993992761E+01   -0.405448322679779437E+03
    0.229806397005197809E+02   -0.202426556415139025E+01    0.184320591030938674E+01   -0.405431136666756288E+03
    0.229947808062319226E+02   -0.199902864421004267E+01    0.186429030758316783E+01   -0.405398132767077811E+03
    0.229646913439191884E+02   -0.204491873134113078E+01    0.184814199812618862E+01   -0.405392752964410477E+03
    0.229833649731640648E+02   -0.199981121912904314E+01    0.194967987782079555E+01   -0.405390085643388147E+03
    0.229523403834655539E+02   -0.214444626789172244E+01    0.176504899967587359E+01   -0.405330845804060687E+03
    0.230215087312188906E+02   -0.189503493461435113E+01    0.202005890226084706E+01   -0.405327225062051241E+03
    0.230242899692326723E+02   -0.191995676709949770E+01    0.199670707598366959E+01   -0.405245383997660326E+03
    0.229758952336046995E+02   -0.204937408007578714E+01    0.188607838850994081E+01   -0.405187384276222019E+03
    0.230135729756652516E+02   -0.200117609037251576E+01    0.189766917190293172E+01   -0.405179871916580964E+03
    0.229532743337048331E+02   -0.209181239710419842E+01    0.182350687066036921E+01   -0.405169225128848950E+03
    0.229403196325272454E+02   -0.222644138436598737E+01    0.156124997425929224E+01   -0.405118846290318970E+03
    0.230062398382658735E+02   -0.192057784078354032E+01    0.199234193280628857E+01   -0.405094853027512158E+03
    0.229730535358451924E+02   -0.200698869700265803E+01    0.191163011341260347E+01   -0.405094048185774000E+03
    0.229722358612682491E+02   -0.217393224567498322E+01    0.169825814134497755E+01   -0.405076580048967514E+03
    0.230095403141273991E+02   -0.192549203029019900E+01    0.202594664865474705E+01   -0.405057971807277397E+03
    0.229967468567900113E+02   -0.204884657826991123E+01    0.186012850001181751E+01   -0.405054801106510922E+03
    0.230085661298758666E+02   -0.189512063293298993E+01    0.204687993215140152E+01   -0.405051578880598697E+03
    0.229818205631231045E+02   -0.202576741292921803E+01    0.191406248531060696E+01   -0.405036550734668310E+03
    0.229667337661497797E+02   -0.203951824590650066E+01    0.185748530981219906E+01   -0.404988832427280443E+03
    0.230055816237767949E+02   -0.206743205566773192E+01    0.176264574447385525E+01   -0.404935499098180799E+03
    0.230142415194621428E+02   -0.193975222015194682E+01    0.199593733106200388E+01   -0.404935022587799892E+03
    0.230022887057769907E+02   -0.202484789409194299E+01    0.181869840283784434E+01   -0.404923404276728093E+03
