    0.202781730890274048E+02    0.999636769294738770E+00    0.214836089507585726E+01   -0.101279759303307980E+09   -0.599146350544150419E+01    1
    0.203796917200088501E+02    0.850324690341949463E+00    0.201276254200508697E+01   -0.667193747172917500E+08   -0.599396350544151169E+01    1
    0.209545582532882690E+02    0.854980468750000000E+00    0.213691959247355623E+01   -0.479135176879383996E+08   -0.599646350544151474E+01    1
    0.210961574316024780E+02    0.909335255622863770E+00    0.186111101429342796E+01   -0.477901796590130776E+08   -0.599896350544151957E+01    1
    0.200486472249031067E+02    0.578993976116180420E+00    0.171438077505133402E+01   -0.370482439115606546E+08   -0.600146350544151552E+01    1
    0.209006848931312561E+02    0.716829538345336914E+00    0.184908911036331958E+01   -0.361299341900757402E+08   -0.600396350544151858E+01    1
    0.200077524781227112E+02    0.522567987442016602E+00    0.186006932926404223E+01   -0.337225993923707604E+08   -0.600646350544151630E+01    1
    0.207843944430351257E+02    0.576649367809295654E+00    0.188899869107294860E+01   -0.283629825458885990E+08   -0.600896350544152469E+01    1
    0.202534344792366028E+02    0.472387075424194336E+00    0.178290305500479196E+01   -0.279354584893191494E+08   -0.601146350544151886E+01    1
    0.205327847599983215E+02    0.352475047111511230E+00    0.171994604047995114E+01   -0.191109221361752786E+08   -0.601396350544150859E+01    1
    0.200637149810791016E+02    0.258263885974884033E+00    0.201219389651542890E+01   -0.188382220104209669E+08   -0.601646350544151520E+01    1
    0.216706913709640503E+02    0.740210056304931641E+00    0.159000128843941257E+01   -0.176722763133380674E+08   -0.601896350544151559E+01    1
    0.209165453910827637E+02    0.378547668457031250E+00    0.196342324775182653E+01   -0.163889368827284072E+08   -0.602146350544152753E+01    1
    0.214430156350135803E+02    0.573014438152313232E+00    0.182529502283343192E+01   -0.149501188957206793E+08   -0.602396350544153325E+01    1
    0.202977269887924194E+02    0.110087394714355469E+00    0.182019898681247549E+01   -0.120355593843407873E+08   -0.602646350544152298E+01    1
    0.200398784875869751E+02   -0.305425524711608887E-01    0.205354467102906391E+01   -0.985557257735899091E+07   -0.602896350544150561E+01    1
    0.207164794206619263E+02    0.403359532356262207E-01    0.204858308206556750E+01   -0.873224954221635871E+07   -0.603146350544150955E+01    1
    0.208808657526969910E+02   -0.447387099266052246E-01    0.182520240779273757E+01   -0.633722023676027358E+07   -0.603396350544152682E+01    1
    0.202864959836006165E+02   -0.278126239776611328E+00    0.199755442741566513E+01   -0.511065119469870627E+07   -0.603646350544153165E+01    1
    0.208892482519149780E+02   -0.169539272785186768E+00    0.211494736387040128E+01   -0.477443049644189049E+07   -0.603896350544152227E+01    1
    0.200024554133415222E+02   -0.319414556026458740E+00    0.174800328151956941E+01   -0.473811736409802642E+07   -0.604146350544151556E+01    1
    0.218704074621200562E+02    0.254983663558959961E+00    0.190804797540642457E+01   -0.356649792265240196E+07   -0.604396350544152039E+01    1
    0.208431577682495117E+02   -0.348126828670501709E+00    0.206812484181858203E+01   -0.326697197548388084E+07   -0.604646350544152966E+01    1
    0.202889531850814819E+02   -0.498845934867858887E+00    0.189444981424153291E+01   -0.300174542894386826E+07   -0.604896350544152206E+01    1
    0.205700963735580444E+02   -0.513228297233581543E+00    0.191650215508213817E+01   -0.260083709075052664E+07   -0.605146350544152156E+01    1
    0.213104334473609924E+02   -0.254325449466705322E+00    0.195465146847743765E+01   -0.255394354339489061E+07   -0.605396350544152995E+01    1
    0.224489918351173401E+02    0.619222760200500488E+00    0.196062620222296791E+01   -0.251351969602534221E+07   -0.605646350544151790E+01    1
    0.220305031538009644E+02    0.158192515373229980E+00    0.178341003281104293E+01   -0.231667051798345661E+07   -0.605896350544151829E+01    1
    0.225311085581779480E+02    0.647115468978881836E+00    0.202332368932263185E+01   -0.210046200945861312E+07   -0.606146350544153112E+01    1
    0.207460761070251465E+02   -0.654631257057189941E+00    0.196065596906028494E+01   -0.170632802635317901E+07   -0.606396350544153950E+01    1
    0.200636041164398193E+02   -0.754589200019836426E+00    0.171349727014590858E+01   -0.170451051659074822E+07   -0.606646350544153368E+01    1
    0.225352984666824341E+02    0.256723761558532715E+00    0.167235990354890252E+01   -0.122650128443478025E+07   -0.606896350544153407E+01    1
    0.213829755783081055E+02   -0.570798397064208984E+00    0.173493461515231240E+01   -0.117856943702666694E+07   -0.607146350544153712E+01    1
    0.226851916313171387E+02    0.416159093379974365E+00    0.182704913186895235E+01   -0.109651727037630975E+07   -0.607396350544151886E+01    1
    0.232545888423919678E+02    0.958494663238525391E+00    0.181425226439814491E+01   -0.108733693795945123E+07   -0.607646350544150149E+01    1
    0.227890950441360474E+02    0.514880478382110596E+00    0.185629715162930720E+01   -0.106831798126212554E+07   -0.607896350544150277E+01    1
    0.203287318348884583E+02   -0.977264702320098877E+00    0.188764819272596918E+01   -0.978475939919716096E+06   -0.608146350544151737E+01    1
    0.212322947382926941E+02   -0.747379660606384277E+00    0.186604785953169205E+01   -0.907106070010661380E+06   -0.608396350544153197E+01    1
    0.229928576946258545E+02    0.551503837108612061E+00    0.172372695342787141E+01   -0.896378205194670125E+06   -0.608646350544153236E+01    1
    0.206687849760055542E+02   -0.952205061912536621E+00    0.189768877384783230E+01   -0.892201050253632828E+06   -0.608896350544152032E+01    1
    0.219181233644485474E+02   -0.352825880050659180E+00    0.179017055030312444E+01   -0.859710502591182245E+06   -0.609146350544151804E+01    1
    0.230549359321594238E+02    0.835806608200073242E+00    0.217047308787399373E+01   -0.805045579601764912E+06   -0.609396350544151844E+01    1
    0.210161083936691284E+02   -0.980964541435241699E+00    0.211718290273739473E+01   -0.651970252685198677E+06   -0.609646350544151083E+01    1
    0.214073267579078674E+02   -0.857942104339599609E+00    0.174020286255200207E+01   -0.585866620561183197E+06   -0.609896350544150234E+01    1
