    0.229858160498611781E+02   -0.203290685455453879E+01    0.187132048861273015E+01   -0.441110627095022156E+01    0.639987387344455438E+01   -0.241370254597306744E+01   -0.375512668889010911E+03
    0.230045953238537670E+02   -0.193240415225288409E+01    0.199134841706491561E+01   -0.400426487720595059E+01    0.644254232935638527E+01   -0.102516070398755565E+01   -0.374700447651092531E+03
    0.229427927490018391E+02   -0.213055920893573791E+01    0.177614762991131458E+01   -0.425280402658249290E+01    0.636960723828241893E+01   -0.228553033148576601E+01   -0.374383163810746737E+03
    0.229395161159267325E+02   -0.205682032663186831E+01    0.188680602873046310E+01   -0.403063425356664862E+01    0.640569049027286663E+01   -0.137006944586887691E+01   -0.374366657399904000E+03
    0.229953226112208000E+02   -0.206472557466635287E+01    0.180156915091771497E+01   -0.397217227699199160E+01    0.642608152230182217E+01   -0.104873972495317669E+01   -0.374094897624041778E+03
    0.230299103339460309E+02   -0.181753003659163781E+01    0.214174674174199708E+01   -0.409418571233807782E+01    0.643062155894258858E+01   -0.146002130881956060E+01   -0.373982840913043674E+03
    0.230088844515288073E+02   -0.188473098660291072E+01    0.205344023203431236E+01   -0.391844073482973165E+01    0.643608469559925123E+01   -0.131092226290012004E+01   -0.373915482367562049E+03
    0.229887127958511712E+02   -0.208642675154296597E+01    0.183806857796896028E+01   -0.392163794979948932E+01    0.641978112775848686E+01   -0.215179274998042525E+01   -0.373882706830719997E+03
    0.230243190761962673E+02   -0.182006967730348634E+01    0.212859675877540422E+01   -0.392871914921704590E+01    0.638149905222544955E+01   -0.179774828788043139E+01   -0.373835837186891979E+03
    0.229996859736032171E+02   -0.202559114548170438E+01    0.186842182204804885E+01   -0.415806585073372403E+01    0.643118060783284751E+01   -0.205170772115428068E+01   -0.373608447958998966E+03
    0.229608640967326672E+02   -0.204270187276953763E+01    0.191713391589874793E+01   -0.400776509416110915E+01    0.643600634010573458E+01   -0.100341476761928439E+01   -0.373520038119605999E+03
    0.229973572334129059E+02   -0.185668216148259546E+01    0.213449595617477472E+01   -0.377210798714089002E+01    0.639466402396733979E+01   -0.137573601113280164E+01   -0.373476981879619018E+03
    0.229804855852579202E+02   -0.200109415480863007E+01    0.199780278544004553E+01   -0.406896955952662243E+01    0.641418563512768980E+01   -0.296992622067204515E+01   -0.373391590749516070E+03
    0.229861134136708642E+02   -0.204295358420024886E+01    0.185492788240281969E+01   -0.426612439604434623E+01    0.642327618650276655E+01   -0.168745740644408526E+01   -0.373160713064833772E+03
    0.229980358124363349E+02   -0.201235471622787188E+01    0.194441335164282547E+01   -0.414227178939285423E+01    0.639115778599725815E+01   -0.124844559440257363E+01   -0.373155046945119238E+03
    0.229966677228961025E+02   -0.203571421600363234E+01    0.186515930854161227E+01   -0.405699309769257166E+01    0.635961446288499843E+01   -0.110250179380959734E+01   -0.373120223101326076E+03
    0.229548316623260575E+02   -0.202144809576354767E+01    0.197921091319257392E+01   -0.384692526957623304E+01    0.641792528691626707E+01   -0.113129976317085879E+01   -0.373087700454675030E+03
    0.229420060742895444E+02   -0.207944987445890650E+01    0.186269751817001339E+01   -0.386603816153992508E+01    0.638843656450578834E+01   -0.194530203455385520E+01   -0.373076342608161667E+03
    0.230322560277943751E+02   -0.181350997188702223E+01    0.216254143699560908E+01   -0.392165335185084452E+01    0.636388042240728247E+01   -0.108038116089938940E+01   -0.372999044007173381E+03
    0.229583658806539859E+02   -0.205848806808635931E+01    0.187499667711273155E+01   -0.412420704298350405E+01    0.643602174583512632E+01   -0.129269942523295933E+01   -0.372992440450752042E+03
    0.229518886868810199E+02   -0.207994554017465028E+01    0.188754094589069288E+01   -0.383270661069223095E+01    0.640032303205177922E+01   -0.286871350685537196E+01   -0.372972270960277626E+03
    0.230033328446085683E+02   -0.193262818615537313E+01    0.198188570206224313E+01   -0.421269770656187870E+01    0.638358556834306423E+01   -0.274701147865701190E+01   -0.372968713345538276E+03
    0.229851224555775140E+02   -0.207789544560658257E+01    0.185124869709444839E+01   -0.418113002382621879E+01    0.639228229571970985E+01   -0.132135806312611059E+01   -0.372956794977491768E+03
    0.229603169103217866E+02   -0.217567009388318322E+01    0.173175067485393996E+01   -0.417499903148577545E+01    0.640081030390623251E+01   -0.237092751484981701E+01   -0.372925950709321000E+03
    0.229866753053597641E+02   -0.201165475695232132E+01    0.196579051514327352E+01   -0.417748893355887496E+01    0.640326307805381667E+01   -0.146142762417833105E+01   -0.372904688158548765E+03
    0.229778026346517308E+02   -0.193898265152737537E+01    0.202607389719642361E+01   -0.406575212659792662E+01    0.636719111300205753E+01   -0.265343290771057605E+01   -0.372873054147846233E+03
    0.230155229348557029E+02   -0.198625464316204514E+01    0.192373597532056895E+01   -0.409814881433816502E+01    0.639038784489821587E+01   -0.119679399120628216E+01   -0.372773124616650023E+03
    0.229358833929181074E+02   -0.214251831588416852E+01    0.180505299411820963E+01   -0.387644641873870111E+01    0.640083174054236448E+01   -0.276691184124850409E+01   -0.372719710403458407E+03
    0.229809446683167273E+02   -0.194162049898002387E+01    0.208733167368001116E+01   -0.409930511477533610E+01    0.639640579488477368E+01   -0.183672573831339481E+01   -0.372706512825503523E+03
    0.230207969975599589E+02   -0.192075116288664915E+01    0.200631386996213879E+01   -0.417588880520704553E+01    0.637260261066575051E+01   -0.218521766688518770E+01   -0.372606066205110210E+03
    0.229645113549059232E+02   -0.195218488308039007E+01    0.206493561725113839E+01   -0.404172484412772803E+01    0.640400016093156754E+01   -0.160122581105371897E+01   -0.372521004488347899E+03
    0.229571370928887646E+02   -0.209402920716905516E+01    0.183701896518789920E+01   -0.412598499790026807E+01    0.636965754990277500E+01   -0.114952712224846110E+01   -0.372380342405287308E+03
    0.229591713403378250E+02   -0.214667406988571319E+01    0.175488278835056932E+01   -0.396492462947254953E+01    0.640889745161736268E+01   -0.949090284239929360E+00   -0.372340637485484365E+03
    0.229887639968470268E+02   -0.203661693302003055E+01    0.182865227386096962E+01   -0.410883462563798219E+01    0.641123667436626477E+01   -0.242605526251346593E+01   -0.372329730930223604E+03
    0.229695906468729412E+02   -0.211640695378964772E+01    0.173443234477612718E+01   -0.386111185010658531E+01    0.639803494506651216E+01   -0.119202853972894340E+01   -0.372228120800853219E+03
    0.229751043608765038E+02   -0.215596368506392189E+01    0.166242168801589907E+01   -0.403523498266523717E+01    0.640474069020550019E+01   -0.257727347613756796E+01   -0.372226097682564443E+03
    0.229973930807185418E+02   -0.195790253970988104E+01    0.194072355552741471E+01   -0.395553812757357015E+01    0.638451151686280660E+01   -0.131630131003486617E+01   -0.372153826501465062E+03
    0.229527313405077784E+02   -0.205865641934550769E+01    0.189406201929922147E+01   -0.401122120556961193E+01    0.636604551751201075E+01   -0.183766312825944422E+01   -0.372138983302071324E+03
    0.229389753789101469E+02   -0.213880175516937587E+01    0.178759181798541933E+01   -0.402103980418418860E+01    0.636572435589190189E+01   -0.121441810349360590E+01   -0.372136870726632878E+03
    0.229346053842421362E+02   -0.213218408921267066E+01    0.179066972114566569E+01   -0.401711214408663420E+01    0.641597817034132945E+01   -0.281348991975483864E+01   -0.372124633384067351E+03
    0.229843301246952230E+02   -0.199158406045433978E+01    0.192604540053351592E+01   -0.413589934602776399E+01    0.636347631148068693E+01   -0.231681843728934744E+01   -0.372102857307575221E+03
    0.229756976742165975E+02   -0.204315351848237103E+01    0.189803748605422262E+01   -0.404180716000461793E+01    0.643491106745791086E+01   -0.218491496890131032E+01   -0.372058424550234236E+03
    0.230143690511894121E+02   -0.190263178070042116E+01    0.209940604630758365E+01   -0.393817991828697345E+01    0.642546666000052902E+01   -0.108128711796286137E+01   -0.372021400139455125E+03
    0.229906792674303375E+02   -0.190588839782716946E+01    0.206122007267734020E+01   -0.412684392946600553E+01    0.637196081138590298E+01   -0.257724701265120482E+01   -0.371973222061709237E+03
    0.229565305049475903E+02   -0.204299459289197038E+01    0.186928457668741488E+01   -0.398942870757364698E+01    0.638773613669944229E+01   -0.298188908643588091E+01   -0.371959673494524793E+03
    0.229781710697908288E+02   -0.204557446887874406E+01    0.191472016281052726E+01   -0.408605203422501351E+01    0.636580395320217995E+01   -0.149891127385076484E+01   -0.371946519752296751E+03
    0.229883542769670086E+02   -0.194471325512663817E+01    0.200117490150790944E+01   -0.423819366622872540E+01    0.640015996283034738E+01   -0.176926560142273037E+01   -0.371886458965216264E+03
    0.229540119521464980E+02   -0.204731857242353588E+01    0.194032314435688891E+01   -0.391171771299835491E+01    0.640258205768897604E+01   -0.223714413404441537E+01   -0.371845914791758673E+03
    0.229928042599673113E+02   -0.207098597235728032E+01    0.180804861492444546E+01   -0.419199362412414267E+01    0.637443846129983882E+01   -0.201943709382622494E+01   -0.371736158808954485E+03
    0.229748139907706452E+02   -0.194882932515766250E+01    0.201913038073924866E+01   -0.402245428622915924E+01    0.640003933708775907E+01   -0.110877435415527215E+01   -0.371721387958769299E+03
    0.230014872058807818E+02   -0.200057985245836978E+01    0.191283983326623175E+01   -0.412560899123507685E+01    0.636716641385757587E+01   -0.125028481659654922E+01   -0.371714603016107787E+03
    0.230081408719390375E+02   -0.186007120678540616E+01    0.209473650643959086E+01   -0.393074776744501175E+01    0.641137690693416307E+01   -0.188838443617457163E+01   -0.371689813518497147E+03
    0.230115180253786669E+02   -0.199414947099231554E+01    0.190623941807421549E+01   -0.398611367902647373E+01    0.640392502011354559E+01   -0.111816230272682238E+01   -0.371679090031285568E+03
    0.229537302918606514E+02   -0.203298874005594943E+01    0.192419216101969703E+01   -0.394523684229730520E+01    0.637563888434089332E+01   -0.299241018876828280E+01   -0.371673603735769348E+03
    0.229750724114037155E+02   -0.208874263210606870E+01    0.183619732233423139E+01   -0.390492309437342477E+01    0.642364464213715181E+01   -0.254639077513990619E+01   -0.371657160906177410E+03
    0.229735214321592132E+02   -0.200858665867956798E+01    0.192162724040144983E+01   -0.386207476318650489E+01    0.641649230519799918E+01   -0.235852977612522530E+01   -0.371638901336411777E+03
    0.230116085934685231E+02   -0.189602587145550494E+01    0.211394996385201805E+01   -0.388004616952101600E+01    0.641059686945576690E+01   -0.225822443360977054E+01   -0.371573445431007030E+03
