    0.248705899715423584E+01    0.922856092453002930E+00   -0.122068067862123534E+09   -0.599146350544150419E+01    1
    0.253347432613372803E+01    0.908195078372955322E+00   -0.121178968295396894E+09   -0.599396350544151169E+01    1
    0.215119421482086182E+01    0.944219827651977539E+00   -0.108649501480225012E+09   -0.599646350544151474E+01    1
    0.202060556411743164E+01    0.951470673084259033E+00   -0.104915128393341660E+09   -0.599896350544151957E+01    1
    0.239313542842864990E+01    0.862973511219024658E+00   -0.101062781469383493E+09   -0.600146350544151552E+01    1
    0.223685991764068604E+01    0.862155258655548096E+00   -0.934088779252372384E+08   -0.600396350544151858E+01    1
    0.153108692169189453E+01    0.950929105281829834E+00   -0.924150249796641022E+08   -0.600646350544151630E+01    1
    0.124075520038604736E+01    0.952756404876708984E+00   -0.909194105103535950E+08   -0.600896350544152469E+01    1
    0.198894774913787842E+01    0.880543649196624756E+00   -0.880935534905171245E+08   -0.601146350544151886E+01    1
    0.263955724239349365E+01    0.715817213058471680E+00   -0.829150471467116177E+08   -0.601396350544150859E+01    1
    0.199557256698608398E+01    0.832285106182098389E+00   -0.790130176738561988E+08   -0.601646350544151520E+01    1
    0.235107135772705078E+01    0.735694587230682373E+00   -0.737702946315771937E+08   -0.601896350544151559E+01    1
    0.106913721561431885E+01    0.852773547172546387E+00   -0.727918282292876989E+08   -0.602146350544152753E+01    1
    0.202338612079620361E+01    0.662976980209350586E+00   -0.540423643118052483E+08   -0.602396350544153325E+01    1
    0.242502331733703613E+01    0.531319618225097656E+00   -0.478869831690037027E+08   -0.602646350544152298E+01    1
    0.294352531433105469E+01    0.380806386470794678E+00   -0.470615938932317793E+08   -0.602896350544150561E+01    1
    0.193390309810638428E+01    0.612640678882598877E+00   -0.466466860335847586E+08   -0.603146350544150955E+01    1
    0.261533427238464355E+01    0.454298973083496094E+00   -0.447298226744259447E+08   -0.603396350544152682E+01    1
    0.288584709167480469E+01    0.357956290245056152E+00   -0.428354235969469845E+08   -0.603646350544153165E+01    1
    0.112632143497467041E+01    0.554785370826721191E+00   -0.364857390975026339E+08   -0.603896350544152227E+01    1
    0.205273020267486572E+01    0.465270638465881348E+00   -0.346536894568576664E+08   -0.604146350544151556E+01    1
    0.274874758720397949E+01    0.305368483066558838E+00   -0.345492853851843700E+08   -0.604396350544152039E+01    1
    0.208863961696624756E+01    0.457282841205596924E+00   -0.345009241342353076E+08   -0.604646350544152966E+01    1
    0.102564239501953125E+01    0.526425838470458984E+00   -0.344788093863036260E+08   -0.604896350544152206E+01    1
    0.176354813575744629E+01    0.454623520374298096E+00   -0.308482168367349878E+08   -0.605146350544152156E+01    1
    0.284652984142303467E+01    0.220296442508697510E+00   -0.303472765700875670E+08   -0.605396350544152995E+01    1
    0.147883021831512451E+01    0.467183172702789307E+00   -0.301241990676799193E+08   -0.605646350544151790E+01    1
    0.152792811393737793E+01    0.460692882537841797E+00   -0.298653517307772040E+08   -0.605896350544151829E+01    1
    0.160275554656982422E+01    0.450265407562255859E+00   -0.295047176604844593E+08   -0.606146350544153112E+01    1
    0.214407420158386230E+01    0.307556390762329102E+00   -0.249971900920821689E+08   -0.606396350544153950E+01    1
    0.180954837799072266E+01    0.356170952320098877E+00   -0.248873286101440974E+08   -0.606646350544153368E+01    1
    0.244723320007324219E+01    0.235008597373962402E+00   -0.244922238148536682E+08   -0.606896350544153407E+01    1
    0.168785989284515381E+01    0.331318497657775879E+00   -0.228116640822164379E+08   -0.607146350544153712E+01    1
    0.250841188430786133E+01    0.178832411766052246E+00   -0.222659233604244590E+08   -0.607396350544151886E+01    1
    0.285006868839263916E+01    0.799071192741394043E-01   -0.220166856614359766E+08   -0.607646350544150149E+01    1
    0.148808336257934570E+01    0.299916744232177734E+00   -0.205133178260020651E+08   -0.607896350544150277E+01    1
    0.151763844490051270E+01    0.235273480415344238E+00   -0.177418599411613233E+08   -0.608146350544151737E+01    1
    0.149586796760559082E+01    0.231866717338562012E+00   -0.175531885236187875E+08   -0.608396350544153197E+01    1
    0.172944223880767822E+01    0.205932438373565674E+00   -0.172498226014290825E+08   -0.608646350544153236E+01    1
    0.270232319831848145E+01    0.135585069656372070E-01   -0.171151238465161026E+08   -0.608896350544152032E+01    1
    0.246008968353271484E+01    0.699222087860107422E-01   -0.168624789218761772E+08   -0.609146350544151804E+01    1
    0.272643876075744629E+01   -0.149255990982055664E-01   -0.162803831107440647E+08   -0.609396350544151844E+01    1
    0.248744165897369385E+01    0.410420894622802734E-01   -0.160188142778045274E+08   -0.609646350544151083E+01    1
